,Areacode,Phone,name1,name2,SAM_BLDNAME,SAM_STNMFR,SAM_STNAME,SAM_STSUBT,sam_estate,City,Province,class_code,class_desc
43550,,7116973,San Lazaro Hospital,,,,Rizal,Ave,,,Metro Manila,,
43551,,6356190,San Mateo Heights Realty Corporation,,The Centerpoint Condominium,,Dna Julia Vargas,Ave,Ortigas Center,Pasig City,Metro Manila,,
43552,,8882110/8882359,"San Technology, Incorporated",,Bsa Tower,108,Legazpi,St,Legaspi Village,Makati City,Metro Manila,,
43554,,8882104/8882109,"San Technology, Incorporated",,,,,,,Or Call:,,,
43556,,8131676,Sanofi Synthelabo PhilippinesInc.,,Feliza Building,108,V a Rufino,St,Legaspi Village,,Metro Manila,,
43557,,7112224,Savory Fastfood Incorporated,,,84,Sto Domingo,St,,QC,Metro Manila,,
43558,,5228538,Savory Fastfood Incorporated,,Cityplace Square,,FELIPE 2,St,,Manila City,Metro Manila,,
43559,,8876204,Savory Fastfood Incorporated,,Robinsons Place Las Pinas,345,Alabang-Zapote,Rd,,Las Pinas City,Metro Manila,,
43560,,2309258,Savory Fastfood Incorporated,,,121,Quezon,Ave,,QC,Metro Manila,,
43561,,3732254/7428049,Savory Fastfood Incorporated,,,28,Florencia,St,,QC,Metro Manila,,
43563,,8512196,Scan Global Logistics (Philippines) Inc.,,Ed & Joe Commercial Arcade,153,Quirino,Ave,,,Metro Manila,,
43564,,8319135/8319133,Schenker Logistics Inc,,Sabrina Compound,,West Service,Rd,,Paranaque City,Metro Manila,,
43566,,8311160/8311175,Schenker Logistics Inc,,,,,,,Or Call:,,,
43568,,8311206,Schenker Logistics Inc,,,,,,,,,,
43569,,4235055,Schenker Logistics Inc,,,,Veterans,Rd,Veterans Center,Taguig City,Metro Manila,,
43570,,5523796/8311207,Schenker Logistics Inc,,,17,West Service,Rd,,Paranaque City,Metro Manila,,
43572,,6545571,"Scottland, Inc.",,Liberty Center,,Shaw,Bvd,,,Metro Manila,,
43573,,6960544,"Scottland, Inc.",,PARKING 2 BUILDING,,Ortigas,Ave,Greenhills Shopping Center,San Juan City,Metro Manila,,
43574,,5538689,"Scottland, Inc.",,The Landmark,,Makati,Ave,Ayala Center,Makati City,Metro Manila,,
43575,,3540175,"Scottland, Inc.",,,1320,Espana,St,,Manila City,Metro Manila,,
43576,,3323110,"Scottland, Inc.",,Landmark Comercial Center,,Edsa,Ave,,QC,Metro Manila,,
43577,,5513318,"Scottland, Inc.",,Pergola Mall,,A Aguirre,Ave,Bf Hms Subd,Paranaque City,Metro Manila,,
43578,,7096514,"Scottland, Inc.",,Fishermall,325,Quezon,Ave,,QC,Metro Manila,,
43579,,8939053,"Scottland, Inc.",,Waltermart,,Chino Roces,Ave,Kayamanan A,Makati City,Metro Manila,,
43580,,3321679,"Scottland, Inc.",,Sm City North the Block,,Edsa,Ave,,QC,Metro Manila,,
43581,,2940681,"Scottland, Inc.",,Z-Square Mall,,Del Monte,Ave,,QC,Metro Manila,,
43582,,6502516,"Scottland, Inc.",,Sm Megamall A,,Edsa,Ave,,Mandaluyong City,Metro Manila,,
43583,,6566868,"Scottland, Inc.",,One Shangri-La Place,,Shaw,Bvd,,Mandaluyong City,Metro Manila,,
43584,,5118526/6567878,"Scottland, Inc.",,Cash & Carry Mall,,Filmore,St,,Makati City,Metro Manila,,
43586,,5565833,"Scottland, Inc.",,Market Market,,McKinley Parkway,Ave,Bonifacio Global City,,Metro Manila,,
43587,,6479550/6541712,"Scottland, Inc.",,Robinsons Metro East,,Marcos,Hwy,,Pasig City,Metro Manila,,
43589,,9628045,"Scottland, Inc.",,New Farmers Plaza,,Edsa,Ave,Araneta Commercial Center,,Metro Manila,,
43590,,2946043,"Scottland, Inc.",,Fairview Terraces,,Quirino,Hwy,,QC,Metro Manila,,
43591,,5110903,"Scottland, Inc.",,Sm City Bicutan Building A,,Dna Soledad,Ave,,Paranaque City,Metro Manila,,
43592,,4700021,"Scottland, Inc.",,Star Mall,,Edsa,Ave,,Mandaluyong City,Metro Manila,,
43593,,5512402,"Scottland, Inc.",,McKinley Hill Piazza,,Upper McKinley,Rd,McKinley Town Center,Taguig City,Metro Manila,,
43594,,8563680,"Scottland, Inc.",,Sm City Bf Paranaque,,Dr a Santos,Ave,,Paranaque City,Metro Manila,,
43595,,5712563,"Scottland, Inc.",,,16,Calle Obrero,St,,QC,Metro Manila,,
43596,,4038427,"Scottland, Inc.",,The Link,,Makati,Ave,Ayala Center,Makati City,Metro Manila,,
43597,,5240985,"Scottland, Inc.",,,2125,Legarda,St,,Manila City,Metro Manila,,
43598,,6716868/5716255,"Scottland, Inc.",,PROMENADE BLDG 3,,Ortigas,Ave,Greenhills Shopping Center,San Juan City,Metro Manila,,
43600,,6717878,"Scottland, Inc.",,,,,,,Or Call:,,,
43601,,8041134,"Scottland, Inc.",,One E-Com Center,,Ocean,Drv,Mall of Asia Complex,PC,Metro Manila,,
43602,,5541120,"Sea Trade Philippines Agency, Inc.",,CITYLAND VITO CRUZ TOWER 2,720,P Ocampo Sr,St,,Manila City,Metro Manila,,
43603,,8999958,"Sealanes Marine Services, Inc.",,Pryce Center,1179,Chino Roces,Ave,San Antonio Village,Makati City,Metro Manila,,
43604,,5621299,"Seaoil Philippines, Inc.",,,700,T Claudio,St,,Manila City,Metro Manila,,
43605,,6543095/8342639,Security Bank Corporation,,Valle Verde Branch,,E Rodriguez Jr,Ave,,Pasig City,Metro Manila,,
43607,,6541228,Security Bank Corporation,,,240,M Almeda,St,,,Metro Manila,,
43608,,5117411/8937891,Security Bank Corporation,,Insular Life Corporate Center,,Corporate,Ave,Filinvest Corporate City,Muntinlupa City,Metro Manila,,
43610,,6967459,Security Bank Corporation,,Acropolis Commercial Center,53,E Rodriguez Jr,Ave,,,Metro Manila,,
43611,,6331547,Security Bank Corporation,,Security Bank Building,,Bayan-Bayanan,Ave,,Marikina City,Metro Manila,,
43612,,8020096/8314487,Security Bank Corporation,,Southkey Hub,,Indo-China,Drv,Filinvest Corporate City,Muntinlupa City,Metro Manila,,
43614,,7082530/7080372,Security Bank Corporation,,,514,Juan Luna,St,,,Metro Manila,,
43616,,5715716,Security Bank Corporation,,Suntree Tower Building,3,Meralco,Ave,,,Metro Manila,,
43617,,9903225/3662905,Security Bank Corporation,,,137,M H Del Pilar,St,,Malabon City,Metro Manila,,
43619,,5716261,Security Bank Corporation,,,,,,,Or Call:,,,
43620,,3635525,Security Bank Corporation,,,512,Edsa,Ave,,Caloocan City,Metro Manila,,
43621,,8321681,Security Bank Corporation,,Total Corporate Center,,10TH,Ave,Bonifacio Global City,Taguig City,Metro Manila,,
43622,,2410791/2410443,Security Bank Corporation,,2 TORRE LORENZO CONDOMINIUM,2426,Taft,Ave,,Manila City,Metro Manila,,
43624,,8230509,Security Bank Corporation,,,,,,,Or Call:,,,
43625,,9971801,Security Bank Corporation,,Aic Burgundy Empire Tower,,Adb,Ave,Ortigas Center,Pasig City,Metro Manila,,
43626,,5314656/9971966,Security Bank Corporation,,Security Bank Building,228,Ortigas,Ave,,San Juan City,Metro Manila,,
43628,,2340856/5315031,Security Bank Corporation,,North East Square,47,Connecticut,St,,,Metro Manila,,
43630,,2302624/8328849,Security Bank Corporation,,,287,Tayuman,St,,,Metro Manila,,
43632,,6541172,Security Bank Corporation,,,,,,,Or Call:,,,
43633,,5703774,Security Bank Corporation,,Wilson Square Building,199,P Guevarra,St,,San Juan City,Metro Manila,,
43634,,6426882,Security Bank Corporation,,Security Bank Building,,M Almeda,St,,Pat,Metro Manila,,
43635,,3732751/3732749,Security Bank Corporation,,,318,Northbay,Bvd,,Navotas City,Metro Manila,,
43637,,3645193,Security Bank Corporation,,,,Holy Spirit,Drv,Don Antonio Heights,,Metro Manila,,
43638,,9420784,Security Bank Corporation,,,1791,E Rodriguez Sr,Ave,,QC,Metro Manila,,
43639,,3732076/5210926,Security Bank Corporation,,,360,Quirino,Hwy,,QC,Metro Manila,,
43641,,3612019/8236497,Security Bank Corporation,,,,,,,Or Call:,,,
43643,,6420604,Security Bank Corporation,,,,,,,,,,
43644,,6502163/6502162,Security Bank Corporation,,,18,Pinaglabanan,St,,San Juan City,Metro Manila,,
43646,,2419126/5213969,Security Bank Corporation,,ROMAN SQUARE 2 BUILDING,979,Roman,St,,,Metro Manila,,
43648,,6280114/6280024,Security Bank Corporation,,,,,,,Or Call:,,,
43650,,8320274/6424878,Security Bank Corporation,,,,,,,,,,
43652,,5703766,Security Bank Corporation,,,,,,,,,,
43653,,4789806/7111296,Security Bank Corporation,,Kingston Tower,,Acacia,Ave,Madrigal Business Park,Muntinlupa City,Metro Manila,,
43655,,8470490/7210776,Security Bank Corporation,,Nac Tower,,32ND,St,Fort Bonifacio Global City,,Metro Manila,,
43657,,8043003/6319542,Security Bank Corporation,,,,,,,Or Call:,,,
43659,,5260158/4702304,Security Bank Corporation,,,1325,M Adriatico,St,,,Metro Manila,,
43661,,8470594,Security Bank Corporation,,,,,,,Or Call:,,,
43662,,6549525,Security Bank Corporation,,,,E Rodriguez Jr,Ave,Acropolis Greens Subd,QC,Metro Manila,,
43663,,2947126/5516606,Security Bank Corporation,,Congressional Town Center,23,Congressional,Ave,,QC,Metro Manila,,
43665,,2947239,Security Bank Corporation,,Security Bank Bldg,,Commonwealth,Ave,,,Metro Manila,,
43666,,2566105/4774490,Security Bank Corporation,,Strata Gold Tower,738,Ongpin,St,,Manila City,Metro Manila,,
43668,,2947402,Security Bank Corporation,,,,,,,Or Call:,,,
43669,,2947511,Security Bank Corporation,,,119,Katipunan,Ave,,QC,Metro Manila,,
43670,,2949881/8222998,Security Bank Corporation,,Aspire Tower,,Calle Industria,St,Nuvo City,QC,Metro Manila,,
43672,,6561937/8911053,Security Bank Corporation,,,,Almond Nut,St,Marikina East Subdivision,,Metro Manila,,
43674,,5317627,Security Bank Corporation,,,,,,,Or Call:,,,
43675,,4700786/4709313,Security Bank Corporation,,Quadstar Building,80,Ortigas,Ave,,San Juan City,Metro Manila,,
43677,,7115850/4706424,Security Bank Corporation,,,,,,,Or Call:,,,
43679,,8042645,Security Bank Corporation,,,,,,,,,,
43680,,4037505/4703487,Security Bank Corporation,,Gramercy Residences,,Kalayaan,Ave,,Makati City,Metro Manila,,
43682,,3514262/2923432,Security Bank Corporation,,Metro North Medical Ctr & Hosp,,Mindanao,Ave,,,Metro Manila,,
43684,,8349836,Security Bank Corporation,,NAIA TERMINAL 3,,Andrew,Ave,Villamor Air Base,,Metro Manila,,
43685,,7149227/8349835,Security Bank Corporation,,,,Espana,St,Ust Compound,Manila City,Metro Manila,,
43687,,8561545,Security Bank Corporation,,Market Market,,McKinley Parkway,Ave,Bonifacio Global City,,Metro Manila,,
43688,,9216702/5569324,Security Bank Corporation,,,53,Visayas,Ave,,QC,Metro Manila,,
43690,,8286817/3516209,Security Bank Corporation,,,,,,,Or Call:,,,
43692,,7051111,Security Bank Corporation,,Security Bank Corp,970,E Rodriguez Sr,Ave,,,Metro Manila,,
43693,,5519009/5518996,Security Bank Corporation,,Fairways Tower,,5TH,Ave,Bonifacio Global City,Taguig City,Metro Manila,,
43695,,5551758/4030959,Security Bank Corporation,,Hobbies of Asia Inc Building,8,Pres Diosdado MacApagal,Bvd,Financial Center,,Metro Manila,,
43697,,8020294/9216664,Security Bank Corporation,,,,,,,Or Call:,,,
43699,,7427471,Security Bank Corporation,,,1924,Taft,Ave,,,Metro Manila,,
43700,,5214395,Security Bank Corporation  ADRIATICO,,,1325,M Adriatico,St,,Manila City,Metro Manila,,
43701,,2304864,Security Bank Corporation  BENAVIDEZ,,,1264,Benavidez,St,,Manila City,Metro Manila,,
43702,,8237592,Security Bank Corporation  SB Equities,,Security Bank Centre,6776,Ayala,Ave,Legaspi Village,Makati City,Metro Manila,,
43703,,6501576,Security Bank Corporation LIBERTAD MDLYNG,,One Libertad Place,84,Domingo M Guevara,St,,Mandaluyong City,Metro Manila,,
43704,,6503648/6503657,"Seven Seven Global Services, Inc.",,Orient Square Building,,F Ortigas Jr,Rd,Ortigas Center,Pasig City,Metro Manila,,
43706,,6673334,"Seven Seven Global Services, Inc.",,,,,,,Or Call:,,,
43707,,8820008,Shellsoft Technology Corporation,,,1005,Metropolitan,Ave,,Makati City,Metro Manila,,
43708,,9218107,Shoemart Inc SM North EDSA FAO: CHATTIME,,Sm City North Main Building,,Edsa,Ave,,QC,Metro Manila,,
43709,,9211928,Shoemart Inc SM North EDSA FAO: Cherry Mobile Customer Solutions,,Sm City North Annex,,Edsa,Ave,,QC,Metro Manila,,
43710,,9211417,Shoemart Inc. SM North EDSA  FAO: My Gold Jewelry,,Sm City North Main Building,,Edsa,Ave,,QC,Metro Manila,,
43711,,9213756,Shoemart Inc. SM North EDSA Annex 3,,Sm City North Main Building,,Edsa,Ave,,QC,Metro Manila,,
43712,,9213631,Shoemart Inc. SM North EDSA Annex 3,,Sm City North the Block,,Edsa,Ave,,QC,Metro Manila,,
43713,,9212816/2930056,Shoemart Inc. SM North EDSA Annex 3,,Sm City North,,Edsa,Ave,,QC,Metro Manila,,
43715,,7090129/7090105,Shoemart Inc. SM North EDSA Annex 3,,,,,,,Or Call:,,,
43717,,9220186/7090092,Shoemart Inc. SM North EDSA Annex 3,,,,,,,,,,
43719,,2810629/2945484,Shoemart Inc. SM North EDSA Annex 3,,Sm City North Annex,,Edsa,Ave,,,Metro Manila,,
43721,,2773454/2772149,Shoemart Inc. SM North EDSA Annex 3,,,,,,,Or Call:,,,
43723,,9210243/9219502,Shoemart Inc. SM North EDSA Annex 3,,,,,,,,,,
43725,,2948217/2947145,Shoemart Inc. SM North EDSA Annex 3,,,,,,,,,,
43727,,9218717/9219279,Shoemart Inc. SM North EDSA Annex 3,,Sm City North Annex Building,,Edsa,Ave,,,Metro Manila,,
43729,,9213651/3516542,Shoemart Inc. SM North EDSA Annex 3,,Sm North Edsa Annex,,Edsa,Ave,,,Metro Manila,,
43731,,7090576/7099650,Shoemart Inc. SM North EDSA Annex 3,,,,,,,Or Call:,,,
43733,,3511735/3511802,Shoemart Inc. SM North EDSA Annex 3,,,,,,,,,,
43735,,3512291/7099825,Shoemart Inc. SM North EDSA Annex 3,,,,,,,,,,
43737,,3520343,Shoemart Inc. SM North EDSA Annex 3,,,,,,,,,,
43738,,3512870/3513025,Shoemart Inc. SM North EDSA Annex 3,,Sm City North Interior Zone,,Edsa,Ave,,QC,Metro Manila,,
43740,,3518994/3518618,Shoemart Inc. SM North EDSA Annex 3,,,,,,,Or Call:,,,
43742,,3513170/3511520,Shoemart Inc. SM North EDSA Annex 3,,,,,,,,,,
43744,,3513414/3513786,Shoemart Inc. SM North EDSA Annex 3,,Sm City North Cyberzone,129,Edsa,Ave,,,Metro Manila,,
43746,,3513836/3518066,Shoemart Inc. SM North EDSA Annex 3,,,,,,,Or Call:,,,
43748,,3514020/3518059,Shoemart Inc. SM North EDSA Annex 3,,,,,,,,,,
43750,,3515556/3517308,Shoemart Inc. SM North EDSA Annex 3,,,,,,,,,,
43752,,3515681/3516228,Shoemart Inc. SM North EDSA Annex 3,,,,,,,,,,
43754,,3516983,Shoemart Inc. SM North EDSA Annex 3,,,,,,,,,,
43755,,3516963/3513620,Shoemart Inc. SM North EDSA Annex 3,,Sm City North Sky Garden,,Edsa,Ave,,QC,Metro Manila,,
43757,,3511219/3511209,Shoemart Inc. SM North EDSA Annex 3,,,,,,,Or Call:,,,
43759,,3521252/3321013,Shoemart Inc. SM North EDSA Annex 3,,,,,,,,,,
43761,,3516327/7092290,Shoemart Inc. SM North EDSA Annex 3,,,,,,,,,,
43763,,3322082,Shoemart Inc. SM North EDSA Annex 3,,,,,,,,,,
43764,,3322562/7093812,Shoemart Inc. SM North EDSA Annex 3,,Sm City North Edsa,,Edsa,Ave,,QC,Metro Manila,,
43766,,7094320/3322590,Shoemart Inc. SM North EDSA Annex 3,,,,,,,Or Call:,,,
43768,,3324419/7098175,Shoemart Inc. SM North EDSA Annex 3,,,,,,,,,,
43770,,3324442/3325150,Shoemart Inc. SM North EDSA Annex 3,,,,,,,,,,
43772,,3556674/3555468,Shoemart Inc. SM North EDSA Annex 3,,,,,,,,,,
43774,,3325898/3328725,Shoemart Inc. SM North EDSA Annex 3,,,,,,,,,,
43776,,3328735/3551403,Shoemart Inc. SM North EDSA Annex 3,,,,,,,,,,
43778,,3329516/3329678,Shoemart Inc. SM North EDSA Annex 3,,,,,,,,,,
43780,,3510473/3510592,Shoemart Inc. SM North EDSA Annex 3,,,,,,,,,,
43782,,3524294/3510839,Shoemart Inc. SM North EDSA Annex 3,,,,,,,,,,
43784,,3511133/3320782,Shoemart Inc. SM North EDSA Annex 3,,,,,,,,,,
43786,,3321597/4410463,Shoemart Inc. SM North EDSA Annex 3,,,,,,,,,,
43788,,3732139/3731823,Shoemart Inc. SM North EDSA Annex 3,,,,,,,,,,
43790,,3747011/3747168,Shoemart Inc. SM North EDSA Annex 3,,,,,,,,,,
43792,,3767847/3731505,Shoemart Inc. SM North EDSA Annex 3,,,,,,,,,,
43794,,3731480/3766780,Shoemart Inc. SM North EDSA Annex 3,,,,,,,,,,
43796,,3731128/3742803,Shoemart Inc. SM North EDSA Annex 3,,,,,,,,,,
43798,,3731126/3730928,Shoemart Inc. SM North EDSA Annex 3,,,,,,,,,,
43800,,3748653/3730068,Shoemart Inc. SM North EDSA Annex 3,,,,,,,,,,
43802,,3730029/3721026,Shoemart Inc. SM North EDSA Annex 3,,,,,,,,,,
43804,,3734731/3751368,Shoemart Inc. SM North EDSA Annex 3,,,,,,,,,,
43806,,3733879/3742765,Shoemart Inc. SM North EDSA Annex 3,,,,,,,,,,
43808,,3751512/3751516,Shoemart Inc. SM North EDSA Annex 3,,,,,,,,,,
43810,,3751955/3765367,Shoemart Inc. SM North EDSA Annex 3,,,,,,,,,,
43812,,3751959/3742752,Shoemart Inc. SM North EDSA Annex 3,,,,,,,,,,
43814,,3731932/3734551,Shoemart Inc. SM North EDSA Annex 3,,,,,,,,,,
43816,,3769648/3769651,Shoemart Inc. SM North EDSA Annex 3,,,,,,,,,,
43818,,4410587/3733878,Shoemart Inc. SM North EDSA Annex 3,,,,,,,,,,
43820,,3733213/3732839,Shoemart Inc. SM North EDSA Annex 3,,,,,,,,,,
43822,,3732823/4410601,Shoemart Inc. SM North EDSA Annex 3,,,,,,,,,,
43824,,3732403/4410924,Shoemart Inc. SM North EDSA Annex 3,,,,,,,,,,
43826,,3732358/4411798,Shoemart Inc. SM North EDSA Annex 3,,,,,,,,,,
43828,,4412284/3732267,Shoemart Inc. SM North EDSA Annex 3,,,,,,,,,,
43830,,3764914/3744297,Shoemart Inc. SM North EDSA Annex 3,,,,,,,,,,
43832,,4414263/4414464,Shoemart Inc. SM North EDSA Annex 3,,,,,,,,,,
43834,,4415583/4415803,Shoemart Inc. SM North EDSA Annex 3,,,,,,,,,,
43836,,4420115/4420136,Shoemart Inc. SM North EDSA Annex 3,,,,,,,,,,
43838,,3732066/4425855,Shoemart Inc. SM North EDSA Annex 3,,,,,,,,,,
43840,,3745701/3769761,Shoemart Inc. SM North EDSA Annex 3,,,,,,,,,,
43842,,3769760/3742966,Shoemart Inc. SM North EDSA Annex 3,,,,,,,,,,
43844,,4412919/3724536,Shoemart Inc. SM North EDSA Annex 3,,,,,,,,,,
43846,,3743713/3723580,Shoemart Inc. SM North EDSA Annex 3,,,,,,,,,,
43848,,3722170/3763061,Shoemart Inc. SM North EDSA Annex 3,,,,,,,,,,
43850,,3722142/3741775,Shoemart Inc. SM North EDSA Annex 3,,,,,,,,,,
43852,,3740503/3723049,Shoemart Inc. SM North EDSA Annex 3,,,,,,,,,,
43854,,3741479/3721597,Shoemart Inc. SM North EDSA Annex 3,,,,,,,,,,
43856,,3764020/3740741,Shoemart Inc. SM North EDSA Annex 3,,,,,,,,,,
43858,,3740792/3723723,Shoemart Inc. SM North EDSA Annex 3,,,,,,,,,,
43860,,3723584/3724366,Shoemart Inc. SM North EDSA Annex 3,,,,,,,,,,
43862,,3723536/3741453,Shoemart Inc. SM North EDSA Annex 3,,,,,,,,,,
43864,,3740795/3740816,Shoemart Inc. SM North EDSA Annex 3,,,,,,,,,,
43866,,3764224/3742319,Shoemart Inc. SM North EDSA Annex 3,,,,,,,,,,
43868,,3740821/3722433,Shoemart Inc. SM North EDSA Annex 3,,,,,,,,,,
43870,,3722419/3724090,Shoemart Inc. SM North EDSA Annex 3,,,,,,,,,,
43872,,3742408/3764716,Shoemart Inc. SM North EDSA Annex 3,,,,,,,,,,
43874,,3764641/3724077,Shoemart Inc. SM North EDSA Annex 3,,,,,,,,,,
43876,,3724332,Shoemart Inc. SM North EDSA Annex 3,,,,,,,,,,
43877,,3722511/3741705,Shoemart Inc. SM North EDSA Annex 3,,Sm North Edsa,,Edsa,Ave,,QC,Metro Manila,,
43879,,3762613/3741520,Shoemart Inc. SM North EDSA Annex 3,,,,,,,Or Call:,,,
43881,,3762377/3762984,Shoemart Inc. SM North EDSA Annex 3,,,,,,,,,,
43883,,3742559/3764693,Shoemart Inc. SM North EDSA Annex 3,,,,,,,,,,
43885,,3760655,Shoemart Inc. SM North EDSA Annex 3,,,,,,,,,,
43886,,3510468,"Shoemart Inc. SM North EDSA Annex 3 FAO: FAO: INSTYLE BRANDS, INC.",,Sm City North,,Edsa,Ave,,QC,Metro Manila,,
43887,,8451146,Shoemart Incorporated  Data,,Sm Makati,,Hotel,Drv,Ayala Center,Makati City,Metro Manila,,
43888,,9614353/7093450,Sights & Sites Outdoor Advertising,,,8,Matipid,St,Sikatuna Village,QC,Metro Manila,,
43890,,4217443/4217362,Silver Finance Inc.,,,2,14TH,Ave,,,Metro Manila,,
43892,,4217353/4217511,Silver Finance Inc.,,,,,,,Or Call:,,,
43894,,5535552,Sincere Electronics Service Center,,,,Quirino,Ave,,,Metro Manila,,
43895,,8130936,Singapore Tourism Board,,Makati Sky Plaza Building,6788,Ayala,Ave,Legaspi Village,Makati City,Metro Manila,,
43896,,5703604,Sitel Philippines Corporation,,Cyberone Building,,Eastwood,Ave,Eastwood City Cyberpark,QC,Metro Manila,,
43897,,6969461/6619051,Sitel Philippines Corporation,,Eton Cyberpod Corinthian Bldg,,Ortigas,Ave,,QC,Metro Manila,,
43899,,6619050/6619052,Sitel Philippines Corporation,,,,,,,Or Call:,,,
43901,,6619049,Sitel Philippines Corporation,,,,,,,,,,
43902,,8893338/8894227,Six Continents,,RCBC PLAZA YUCHENGCO TOWER 2,6819,Ayala,Ave,Salcedo Village,Makati City,Metro Manila,,
43904,,8893847/8893090,Six Continents,,,,,,,Or Call:,,,
43906,,8540827/8539335,"SkyKitchen Philippines, Inc",,,,Baltao,Rd,,,Metro Manila,,
43908,,8539304,"SkyKitchen Philippines, Inc",,,,,,,Or Call:,,,
43909,,3769218,Sobrinas Inc.,,Sm City North,,Edsa,Ave,,QC,Metro Manila,,
43910,,8170762,Soc Land Development Corporation,,Enzo Building,399,Sen Gil Puyat,Ave,Bel-Air Village,Makati City,Metro Manila,,
43911,,8692773,Soc Land Development Corporation,,Enzo Bldg,399,Sen Gil Puyat Extension,Ave,,Makati City,Metro Manila,,
43912,,8072542/8429984,"Sofia Management, Inc.",,Alabang Business Tower,1216,Acacia,Ave,Madrigal Business Park,Muntinlupa City,Metro Manila,,
43914,,8024131/8024142,Sofitel Philippine Plaza Manila,,Ccp Complex,,Andrew,Ave,,,Metro Manila,,
43916,,8024104/8024612,Sofitel Philippine Plaza Manila,,,,,,,Or Call:,,,
43918,,8024609/8024611,Sofitel Philippine Plaza Manila,,,,,,,,,,
43920,,8022895/8024613,Sofitel Philippine Plaza Manila,,,,,,,,,,
43922,,8024614/8024616,Sofitel Philippine Plaza Manila,,,,,,,,,,
43924,,8024617/8024607,Sofitel Philippine Plaza Manila,,,,,,,,,,
43926,,8022885/8024047,Sofitel Philippine Plaza Manila,,,,,,,,,,
43928,,8015706/8017069,Sofitel Philippine Plaza Manila,,,,,,,,,,
43930,,8015628/8014521,Sofitel Philippine Plaza Manila,,,,,,,,,,
43932,,8014466/8022884,Sofitel Philippine Plaza Manila,,,,,,,,,,
43934,,8014342,Sofitel Philippine Plaza Manila,,,,,,,,,,
43935,,8124121/8123461,Solar Entertainment Corporation,,Century Tower Building,100,Tordesillas,St,Salcedo Village,Makati City,Metro Manila,,
43937,,8128724/8126616,Solar Entertainment Corporation,,,,,,,Or Call:,,,
