Areacode,Phone,name1,name2,SAM_BLDNAME,SAM_STNMFR,SAM_STNAME,SAM_STSUBT,sam_estate,City,Province,Product,class_code
2,6450251/3764256,Landbank of the Phils,,,,Or Call,,,,,MLABUS2016_MLABUSWP,
2,3764237,Landbank of the Phils,,,,,,,,,MLABUS2016_MLABUSWP,
2,8263374,"Landbank of the Phils, Sucat Branch",,,8260,Dr Santos,Ave,,Paranaque City,Metro Manila,MLABUS2016_MLABUSWP,
2,2888113/2881501,Landbank of the Philsmaypajobranch,,,18,Plaza Rizal,Ave,,Caloocan City,Metro Manila,MLABUS2016_MLABUSWP,
2,3304080/3640475,Landbankcaloocan Branch,,,151,Samson,Rd,,Caloocan City,Metro Manila,MLABUS2016_MLABUSWP,
2,3613076/3639472,Landbankcaloocan Branch,,,,Or Call,,,,,MLABUS2016_MLABUSWP,
2,9328452,Landbankcoa Branch,,Lbp Coa Cmpd,,Don M Marcos,Ave,,QC,Metro Manila,MLABUS2016_MLABUSWP,
2,9510930/9314055,Landbankcoa Branch,,,,Commonwealth,Ave,,QC,Metro Manila,MLABUS2016_MLABUSWP,
2,9314061/9315766,Landbankcommonwealth Branch,,Verde Oro Building,535,Commonwealth,Ave,,QC,Metro Manila,MLABUS2016_MLABUSWP,
2,9315757,Landbankcommonwealth Branch,,,,Or Call,,,,,MLABUS2016_MLABUSWP,
2,9274431,Landbankcommonwealth Branch,,Sss Megadome Building,722,East,Ave,,QC,Metro Manila,MLABUS2016_MLABUSWP,
2,7262603/7262604,Landbankdotc Extension Office,,Columbia Tower,,Ortigas,Ave,,Mand,Metro Manila,MLABUS2016_MLABUSWP,
2,7262602,Landbankdotc Extension Office,,,,Or Call,,,,,MLABUS2016_MLABUSWP,
2,8081770,Landev Corp,,Rcbc Savings Bank Corp Center,,26th,St,Bonifacio Global City,Taguig City,Metro Manila,MLABUS2016_MLABUSWP,
2,4785312/4785311,Landev Corp,,Rcbc Plaza Yuchengco Tower 1,6819,Ayala,Ave,Salcedo Village,Mkti,Metro Manila,MLABUS2016_MLABUSWP,
2,8019917/8697984,Landev Corp.,,Rcbc Savings Bank Corp Center,,26th,St,Bonifacio Global City,Taguig City,Metro Manila,MLABUS2016_MLABUSWP,
2,8018605,Landev Corp.,,,,Or Call,,,,,MLABUS2016_MLABUSWP,
2,8940354,Landev Corporation,,Grepalife Tower,221,Sen Gil Puyat,Ave,,Mkti,Metro Manila,MLABUS2016_MLABUSWP,
2,8874943/8874941,Landev Corporation,,Rcbc Plaza Yuchengco Tower 1,6819,Ayala,Ave,Salcedo Village,Mkti,Metro Manila,MLABUS2016_MLABUSWP,
2,8126851/8123144,Landev Corporation,,,,Or Call,,,,,MLABUS2016_MLABUSWP,
2,8874942,Landev Corporation,,,,,,,,,MLABUS2016_MLABUSWP,
2,8179141,Landmark Corp The,,Glorietta 4,,East,Drv,Ayala Center,Mkti,Metro Manila,MLABUS2016_MLABUSWP,
2,8332613,Landtech Innovations & Development Corporation,,The Zuellig Building,,Makati,Ave,Urdaneta Village,Mkti,Metro Manila,MLABUS2016_MLABUSWP,
2,8370935/8386234,Lane Moving and Storage Inc,,Jy and Sons Compound,,Veterans,Rd,Veterans Center,Taguig City,Metro Manila,MLABUS2016_MLABUSWP,
2,8384947/8384946,Lane Moving and Storage Inc,,,,Or Call,,,,,MLABUS2016_MLABUSWP,
2,8384948/8386235,Lane Moving and Storage Inc,,,,,,,,,MLABUS2016_MLABUSWP,
2,8386233/8386231,Lane Moving and Storage Inc,,,,,,,,,MLABUS2016_MLABUSWP,
2,8370933/8386232,Lane Moving and Storage Inc,,,,,,,,,MLABUS2016_MLABUSWP,
2,8370934/8387002,Lane Moving and Storage Inc,,,,,,,,,MLABUS2016_MLABUSWP,
2,8370932,Lane Moving and Storage Inc,,,,,,,,,MLABUS2016_MLABUSWP,
2,8384835,Lane Moving and Storage Incorporated,,Blossoms Arts and Crafts Cmpd,,Fti Complex,St,Fti Complex,Taguig City,Metro Manila,MLABUS2016_MLABUSWP,
2,8112383/8112972,Langdon & Seah Philippines Inc.,,Kings Court 1 Building,2129,Chino Roces,Ave,,Mkti,Metro Manila,MLABUS2016_MLABUSWP,
2,8112387/8112973,Langdon & Seah Philippines Inc.,,,,Or Call,,,,,MLABUS2016_MLABUSWP,
2,8112071/8112384,Langdon & Seah Philippines Inc.,,,,,,,,,MLABUS2016_MLABUSWP,
2,8112971/8112386,Langdon & Seah Philippines Inc.,,,,,,,,,MLABUS2016_MLABUSWP,
2,8112385/5518033,Langdon & Seah Philippines Inc.,,,,,,,,,MLABUS2016_MLABUSWP,
2,8429694,Lantec Resources Inc,,Richville Corporate Tower,1107,Alabang-Zapote,Rd,Madrigal Business Park,Munt,Metro Manila,MLABUS2016_MLABUSWP,
2,5521799,Lanworks Pte Ltd,,Pacific Star Building,,Makati,Ave,Salcedo Village,Mkti,Metro Manila,MLABUS2016_MLABUSWP,
2,8120658,Lapanday Foods Corporation,,Montebar Building,2263,Chino Roces,Ave,,Mkti,Metro Manila,MLABUS2016_MLABUSWP,
2,5532031,"Lapanday Properties Philippines, Inc",,Lapanday Center,2263,Pasong Tamo Extension,St,,Mkti,Metro Manila,MLABUS2016_MLABUSWP,
2,5516048,Lapiramanuel Corporation,,Festival Super Mall,,Corporate,Ave,Filinvest Corporate City,Munt,Metro Manila,MLABUS2016_MLABUSWP,
2,2544693,Laq International Placement Incorporated,,L & S Building,1414,Pres M a Roxas,Bvd,,Mla,Metro Manila,MLABUS2016_MLABUSWP,
2,7062017/7062016,Larc Sporting Arms Unlimited Inc,,Ortigas Auto Depot,,Dna Julia Vargas,Ave,Ortigas Hme Depot Comm'l Ctr,Psg,Metro Manila,MLABUS2016_MLABUSWP,
2,9252531/3667478,Lares Incorporated,,,,East,Ave,,QC,Metro Manila,MLABUS2016_MLABUSWP,
2,5535272,Lartizan Corporation,,Century City Mall,,Kalayaan,Ave,Century City,Mkti,Metro Manila,MLABUS2016_MLABUSWP,
2,5111948/5117866,Lartizan Corporation,,Serendra Retail,,11th,Ave,Bonifacio Global City,Taguig City,Metro Manila,MLABUS2016_MLABUSWP,
2,5535212,Lartizan Corporation,,,,Or Call,,,,,MLABUS2016_MLABUSWP,
2,5237787/5211000,Las Palmas Hotel,,Las Palmas Hotel,,A Mabini,St,,Mla,Metro Manila,MLABUS2016_MLABUSWP,
2,5227913/5227914,Las Palmas Hotel,,,,Or Call,,,,,MLABUS2016_MLABUSWP,
2,5245612/5227915,Las Palmas Hotel,,Telecoms Plaza Building,316,Sen Gil Puyat,Ave,Salcedo Village,Mkti,Metro Manila,MLABUS2016_MLABUSWP,
2,8756933/8756974,Las Pinas Auto Supply,,,69,Alabang-Zapote,Rd,,Las Pinas City,Metro Manila,MLABUS2016_MLABUSWP,
2,8233570,Las Pinas City Medical Center,,Las Pinas Medical Center,1314,M Alvarez,Ave,,Las Pinas City,Metro Manila,MLABUS2016_MLABUSWP,
2,8017211,Las Pinas College,,Las Pinas College,,Dna P Aguirre,Ave,Pilar Village,Las Pinas City,Metro Manila,MLABUS2016_MLABUSWP,
2,8017212,Las Pinas Colleges,,,,Pilar,Rd,St Joseph Park Subdivision,Las Pinas City,Metro Manila,MLABUS2016_MLABUSWP,
2,8255236/8255298,Las Pinas Doctors Hospital,,Las Pinas Doctors Hospital,,J Aguilar,Ave,,Las Pinas City,Metro Manila,MLABUS2016_MLABUSWP,
2,8255348/8255293,Las Pinas Doctors Hospital,,,,Or Call,,,,,MLABUS2016_MLABUSWP,
2,8255343/8255344,Las Pinas Doctors Hospital,,,,,,,,,MLABUS2016_MLABUSWP,
2,8297715,Las Pinas Doctors Hospital,,,,Aguilar,Ave,,Las Pinas City,Metro Manila,MLABUS2016_MLABUSWP,
2,8201373/8205211,Las Pinas Doctors Hospital Inc,,Las Pinas Doctors Hospital,,J Aguilar,Ave,,Las Pinas City,Metro Manila,MLABUS2016_MLABUSWP,
2,8297168/8298571,Las Pinas Doctors Hospital Inc,,,,Or Call,,,,,MLABUS2016_MLABUSWP,
2,8295036/8298164,Las Pinas Doctors Hospital Inc,,,,,,,,,MLABUS2016_MLABUSWP,
2,8296749/8295277,Las Pinas Doctors Hospital Inc,,,,,,,,,MLABUS2016_MLABUSWP,
2,8298297/8292108,Las Pinas Doctors Hospital Inc,,,,,,,,,MLABUS2016_MLABUSWP,
2,8295926/8295694,Las Pinas Doctors Hospital Inc,,,,,,,,,MLABUS2016_MLABUSWP,
2,8297569/8205044,Las Pinas Doctors Hospital Inc,,,,,,,,,MLABUS2016_MLABUSWP,
2,8298439,Las Pinas Doctors Hospital Inc,,,,,,,,,MLABUS2016_MLABUSWP,
2,8017213,Las Pinas General Hospital,,Las Pinas College,,Dona Josefa,Ave,Dona Josefa Village,Las Pinas City,Metro Manila,MLABUS2016_MLABUSWP,
2,8250806,Las Pinas National High School,,,,Sultana,St,,Las Pinas City,Metro Manila,MLABUS2016_MLABUSWP,
2,7098590,Lasaya Rca Builders Incorporated,,,80,Bristol,St,North Fairview Subdivision,QC,Metro Manila,MLABUS2016_MLABUSWP,
2,6566118,Laticrete Philipines Inc,,Bttc Centre,288,Ortigas,Ave,,San Juan City,Metro Manila,MLABUS2016_MLABUSWP,
2,6673153/6673152,Lattice System Inc,,Philippine Stock Exch We Twr,,Exchange,Rd,Ortigas Center,Psg,Metro Manila,MLABUS2016_MLABUSWP,
2,5252651/5363617,Lau'mel International Entertainment Promotion,,Pierre N Paul Building,505,A Flores,St,,Mla,Metro Manila,MLABUS2016_MLABUSWP,
2,5369154,Lau'mel International Entertainment Promotion,,,,Or Call,,,,,MLABUS2016_MLABUSWP,
2,6384693,Law Firm of Anacleto M. Diaz Associates,,Padilla Building,,F Ortigas Jr,Rd,Ortigas Center,Psg,Metro Manila,MLABUS2016_MLABUSWP,
2,4264030,Law Firm of Paredes de Leon Marinas Paredes & Arevalo,,Golden Sun Realty Building,29,Mindanao,Ave,,QC,Metro Manila,MLABUS2016_MLABUSWP,
2,8566469/8566467,Lazerxtreme,,Market Market,,McKinley Parkway,Ave,Bonifacio Global City,Taguig City,Metro Manila,MLABUS2016_MLABUSWP,
2,9386041,Lbc,,I Mall,966,Quirino,Hwy,,QC,Metro Manila,MLABUS2016_MLABUSWP,
2,6451685,Lbc,,,5,Gil Fernando,Ave,,Mkna,Metro Manila,MLABUS2016_MLABUSWP,
2,8222945,LBC  Express Merville DL,,,,Merville Access,Rd,Kalayaan Village,PC,Metro Manila,MLABUS2016_MLABUSWP,
2,9350719,Lbc (Sm Fairview),,Sm City Fairview,,Regalado,Ave,,QC,Metro Manila,MLABUS2016_MLABUSWP,
2,5221941,Lbc Aircargo Incorporated,,Puso Ng Maynila Building,1046,A Mabini,St,,Mla,Metro Manila,MLABUS2016_MLABUSWP,
2,8953786,Lbc Development Bank,,Lbc Bank Bldg,809,F Zobel,St,,Mkti,Metro Manila,MLABUS2016_MLABUSWP,
2,8522145/8522132,Lbc Development Corporation,,Lbc Gen Aviation Center,,Domestic,Rd,Domestic Airport Compound,PC,Metro Manila,MLABUS2016_MLABUSWP,
2,8542890/8517286,Lbc Development Corporation,,Sharp Philippines,,West Service,Rd,,Munt,Metro Manila,MLABUS2016_MLABUSWP,
2,8927325,Lbc Domestic Franchise (Dfc),,Jannov Plaza Building 1,2295,Chino Roces,Ave,Kayamanan B,Mkti,Metro Manila,MLABUS2016_MLABUSWP,
2,9613941,Lbc Domestic Franchise Co Inc,,Zabarte Town Center,,Zabarte,Rd,,Caloocan City,Metro Manila,MLABUS2016_MLABUSWP,
2,8387066,Lbc Domestic Franchise Co Inc,,,129,A Bonifacio,Ave,,Taguig City,Metro Manila,MLABUS2016_MLABUSWP,
2,5243509,Lbc Domestic Franchise Company Incorporated,,642 Building,642,San Andres,St,,Mla,Metro Manila,MLABUS2016_MLABUSWP,
2,5328772,Lbc Domestic Franchising Corp,,Race Building,608,Sierra Madre,St,,Mand,Metro Manila,MLABUS2016_MLABUSWP,
2,6874155,Lbc Domestic Franchising Corp,,Edsa Central Pavillon,,Edsa,Ave,,Mand,Metro Manila,MLABUS2016_MLABUSWP,
2,7313974,Lbc Emt Forwarding Services Inc,,,,Rizal,Ave,,Mla,Metro Manila,MLABUS2016_MLABUSWP,
2,5227844,Lbc Express,,Torre Lorenzo Building,,Taft,Ave,,Mla,Metro Manila,MLABUS2016_MLABUSWP,
2,5229284,Lbc Express,,Harrison Plaza Building,,M Adriatico,St,Harrison Plaza Compound,Mla,Metro Manila,MLABUS2016_MLABUSWP,
2,7334199,Lbc Express,,Dona Amparo Building,,Espana,St,,Mla,Metro Manila,MLABUS2016_MLABUSWP,
2,3711720,Lbc Express,,Crc Building,1015,Del Monte,Ave,,QC,Metro Manila,MLABUS2016_MLABUSWP,
2,2563856,Lbc Express,,,1157,Hermosa,St,Manuguit,Mla,Metro Manila,MLABUS2016_MLABUSWP,
2,5253351,Lbc Express,,Sm City Manila,,Natividad a Lopez,St,,Mla,Metro Manila,MLABUS2016_MLABUSWP,
2,8503553,Lbc Express,,Festival Supermall,,Corporate,Ave,Filinvest Corporate City,Munt,Metro Manila,MLABUS2016_MLABUSWP,
2,3711715,Lbc Express Inc,,Fishermall,325,Quezon,Ave,,QC,Metro Manila,MLABUS2016_MLABUSWP,
2,8502702,Lbc Express Inc,,Bulay Building,267,Montillano,St,,Munt,Metro Manila,MLABUS2016_MLABUSWP,
2,9265577,Lbc Express Inc,,Locb Building,18,East,Ave,,QC,Metro Manila,MLABUS2016_MLABUSWP,
2,8500488,Lbc Express Inc,,Metropolis Mall,13,National,Hwy,,Munt,Metro Manila,MLABUS2016_MLABUSWP,
2,9975091,Lbc Express Inc,,,106,B G Molina,St,,Mkna,Metro Manila,MLABUS2016_MLABUSWP,
2,9285011,Lbc Express Inc,,Sm City North,,Edsa,Ave,,QC,Metro Manila,MLABUS2016_MLABUSWP,
2,5192721,Lbc Express Inc,,Lpl Building,215,Sen Gil Puyat,Ave,,Mkti,Metro Manila,MLABUS2016_MLABUSWP,
2,6876912/4268554,Lbc Express Inc,,Robinsons Place Pioneer Mall,,Edsa,Ave,Robinsons Place Pioneer Cmpx,Mand,Metro Manila,MLABUS2016_MLABUSWP,
2,5352349,Lbc Express Inc,,Market Place Shopping Mall,,Gen Kalentong,St,,Mand,Metro Manila,MLABUS2016_MLABUSWP,
2,8523360,Lbc Express Inc,,Gen Aviation Center,,Domestic,Rd,,PC,Metro Manila,MLABUS2016_MLABUSWP,
2,8937223,Lbc Express Inc,,Fedman Suites,199,Salcedo,St,Legaspi Village,Mkti,Metro Manila,MLABUS2016_MLABUSWP,
2,4041807/8626357,Lbc Express Inc,,,2128,Taft,Ave,,Mla,Metro Manila,MLABUS2016_MLABUSWP,
2,8531514,Lbc Express Inc,,Tg Reyes Bldg,160,Quirino,Ave,,Paranaque City,Metro Manila,MLABUS2016_MLABUSWP,
2,7422694,Lbc Express Inc,,,78,E Rodriguez Sr,Ave,,QC,Metro Manila,MLABUS2016_MLABUSWP,
2,2917767/7215634,Lbc Express Inc,,,15,Paso de Blas,Rd,,Valenzuela City,Metro Manila,MLABUS2016_MLABUSWP,
2,6360476,Lbc Express Inc,,,,Or Call,,,,,MLABUS2016_MLABUSWP,
2,8185617,Lbc Express Inc,,Ayala Life-Fgu Center,6811,Ayala,Ave,Salcedo Village,Mkti,Metro Manila,MLABUS2016_MLABUSWP,
2,9909775,Lbc Express Inc,,,2,11th,Ave,Nr Cor a Bonifacio,QC,Metro Manila,MLABUS2016_MLABUSWP,
2,2886655/4219477,Lbc Express Inc,,,442,A Mabini,St,,Caloocan City,Metro Manila,MLABUS2016_MLABUSWP,
2,5717610,Lbc Express Inc,,Rbs Building,30,Ortigas,Ave,,Psg,Metro Manila,MLABUS2016_MLABUSWP,
2,5254752/8500478,Lbc Express Inc,,,1116,Pedro Gil,St,,Mla,Metro Manila,MLABUS2016_MLABUSWP,
2,5318795/2857742,Lbc Express Inc,,,,Or Call,,,,,MLABUS2016_MLABUSWP,
2,5240705,Lbc Express Inc,,,,,,,,,MLABUS2016_MLABUSWP,
2,8921324,Lbc Express Inc,,Glorietta 3,,North,Drv,Ayala Center,Mkti,Metro Manila,MLABUS2016_MLABUSWP,
2,3662365/4415115,Lbc Express Inc,,El Pinoy Building,,Agudo,St,,Caloocan City,Metro Manila,MLABUS2016_MLABUSWP,
2,8170833,Lbc Express Inc,,Jannov Plaza Building 1,2295,Chino Roces,Ave,Kayamanan B,Mkti,Metro Manila,MLABUS2016_MLABUSWP,
2,7367863,Lbc Express Inc,,,2155,C M Recto,Ave,,Mla,Metro Manila,MLABUS2016_MLABUSWP,
2,9306833,Lbc Express Inc,,Robinsons Place,,Quirino,Hwy,,QC,Metro Manila,MLABUS2016_MLABUSWP,
2,8750761,Lbc Express Inc,,Moq Building,298,Alabang-Zapote,Rd,,Las Pinas City,Metro Manila,MLABUS2016_MLABUSWP,
2,8994872,Lbc Express Inc,,,773,J P Rizal,St,,Mkti,Metro Manila,MLABUS2016_MLABUSWP,
2,6874279,Lbc Express Inc,,Cyberone Building,,Eastwood,Ave,Eastwood City,QC,Metro Manila,MLABUS2016_MLABUSWP,
2,6457082/3596197,Lbc Express Inc,,,108,Marcos,Hwy,,Psg,Metro Manila,MLABUS2016_MLABUSWP,
2,6314593,Lbc Express Inc,,Rogen 1 Building,,Meralco,Ave,,Psg,Metro Manila,MLABUS2016_MLABUSWP,
2,5703300/8620112,Lbc Express Inc,,Amberland Plaza Condominium,,Dna Julia Vargas,Ave,Ortigas Center,Psg,Metro Manila,MLABUS2016_MLABUSWP,
2,8464463,Lbc Express Inc,,,,Or Call,,,,,MLABUS2016_MLABUSWP,
2,2524013,Lbc Express Inc,,Tayuman Commercial Center,1513,Tayuman,St,,Mla,Metro Manila,MLABUS2016_MLABUSWP,
2,8330495,Lbc Express Inc,,Metropoint Taft-Edsa,,Taft,Ave,,PC,Metro Manila,MLABUS2016_MLABUSWP,
2,2835499,Lbc Express Inc (Roderick M. Tan),,,50,Don Basilio Bautista,Bvd,,Malabon City,Metro Manila,MLABUS2016_MLABUSWP,
2,5521898,Lbc Express Inc.,,Robinsons Place Las Pinas,345,Alabang-Zapote,Rd,,Las Pinas City,Metro Manila,MLABUS2016_MLABUSWP,
2,6962538,Lbc Express Inc.,,Shaw Center,360,Shaw,Bvd,,Mand,Metro Manila,MLABUS2016_MLABUSWP,
2,3617849,Lbc Express Inc.,,,,Congressional,Ave,,QC,Metro Manila,MLABUS2016_MLABUSWP,
2,8332586,Lbc Express Inc.,,The Prime Building,115,A Aguirre,Ave,Bf Homes Subdivision,Paranaque City,Metro Manila,MLABUS2016_MLABUSWP,
2,3667909,Lbc Express Inc.,,Blue Residences,,Katipunan,Ave,,QC,Metro Manila,MLABUS2016_MLABUSWP,
2,9909913,Lbc Express Inc.,,,95,10th,Ave,,Caloocan City,Metro Manila,MLABUS2016_MLABUSWP,
43,7260376,Lbc Express Inc.,,,,A Mabini,Ave,,Tanauan City,Bats,BATNGS2016_BATANGASWP,
2,8736074,Lbc Express Inc.,,Santiaguel Building,182,Monique,St,Villa Cristina Subdivision,Las Pinas City,Metro Manila,MLABUS2016_MLABUSWP,
2,3618744,Lbc Express Inc.,,,467,Tandang Sora,Ave,,QC,Metro Manila,MLABUS2016_MLABUSWP,
2,8015841/8154056,Lbc Express Inc.,,Lbc Gen Aviation Center,,Domestic,Rd,,PC,Metro Manila,MLABUS2016_MLABUSWP,
32,2324171,Lbc Express Inc.,,Starmall Azienda,,Cebu South,Rd,,Talisay City,Cebu,CEBU2016_CEBUWP,
2,3725679/8338887,Lbc Express Inc.,,Angelus Building,22,Regalado,Ave,West Fairview Subdivision,QC,Metro Manila,MLABUS2016_MLABUSWP,
2,6560422,Lbc Express Inc.,,,,Or Call,,,,,MLABUS2016_MLABUSWP,
2,2817181/5737172,Lbc Express Inc.,,,,Gen Luis,St,,QC,Metro Manila,MLABUS2016_MLABUSWP,
2,2571943,Lbc Express Inc.,,,,14th,St,,Mla,Metro Manila,MLABUS2016_MLABUSWP,
2,8552559,Lbc Express Incorporatd,,Giselles Park Plaza,,Edsa,Ave,,PC,Metro Manila,MLABUS2016_MLABUSWP,
2,8151364,Lbc Express Incorporated,,Warehouse2,7452,Yakal,St,,Mkti,Metro Manila,MLABUS2016_MLABUSWP,
2,8513666,Lbc Express Incorporated,,Domestic Airport Compound,,Domestic,Rd,,PC,Metro Manila,MLABUS2016_MLABUSWP,
2,9619582/8513651,Lbc Express Incorporated,,Spark Place,200,P Tuazon,Bvd,,QC,Metro Manila,MLABUS2016_MLABUSWP,
2,8513667/8513653,Lbc Express Incorporated,,,,Or Call,,,,,MLABUS2016_MLABUSWP,
2,8040079,Lbc Express Incorporated,,,,,,,,,MLABUS2016_MLABUSWP,
2,2521418,Lbc Express Incorporated,,,2402,J Abad Santos,Ave,,Mla,Metro Manila,MLABUS2016_MLABUSWP,
2,2523167,Lbc Express Incorporated,,Puregold Building,31,Tayuman,St,,Mla,Metro Manila,MLABUS2016_MLABUSWP,
2,8933716,Lbc Express Incorporated,,,434,Pres M L Quezon,St,,Taguig City,Metro Manila,MLABUS2016_MLABUSWP,
2,7769435,Lbc Express Incorporated,,Vcd Building,91,Dna Soledad,Ave,Better Living Subdivision,Paranaque City,Metro Manila,MLABUS2016_MLABUSWP,
2,9112948,Lbc Express Incorporated,,Bpi Building,,Cambridge,St,,QC,Metro Manila,MLABUS2016_MLABUSWP,
2,7412874,Lbc Express Incorporated,,,,Blumentritt,St,,Mla,Metro Manila,MLABUS2016_MLABUSWP,
2,5250419,Lbc Express Incorporated,,Femii Building,,A Soriano Jr,Ave,,Mla,Metro Manila,MLABUS2016_MLABUSWP,
2,5229439/8513652,Lbc Express Incorporated,,MacAtangay Building,881,Pedro Gil,St,,Mla,Metro Manila,MLABUS2016_MLABUSWP,
2,8544853/8316571,Lbc Express Incorporated,,,,Or Call,,,,,MLABUS2016_MLABUSWP,
2,7750379,Lbc Express Incorporated,,Alabang Town Center,,Alabang-Zapote,Rd,Ayala Alabang Commercial Ctr,Munt,Metro Manila,MLABUS2016_MLABUSWP,
2,5180745/8550000,Lbc Express Incorporated,,Peterson Building,352,T Pinpin,St,,Mla,Metro Manila,MLABUS2016_MLABUSWP,
2,9317491,Lbc Express Incorporated,,Ever Gotesco Commonwealth Ctr,,Commonwealth,Ave,,QC,Metro Manila,MLABUS2016_MLABUSWP,
2,8403762/8522171,Lbc Express Incorporated,,Jannov Plaza Building 1,2295,Chino Roces,Ave,Kayamanan B,Mkti,Metro Manila,MLABUS2016_MLABUSWP,
2,9831892,Lbc Express Incorporated,,,109,Sikatuna,St,Urduja Village,Caloocan City,Metro Manila,MLABUS2016_MLABUSWP,
2,8022909/8511741,Lbc Express Incorporated,,,401,Alabang-Zapote,Rd,,Las Pinas City,Metro Manila,MLABUS2016_MLABUSWP,
2,8557738,Lbc Express Incorporated,,,,Or Call,,,,,MLABUS2016_MLABUSWP,
2,2541305,Lbc Express Incorporated,,Benrosi III Residences,2007,F B Harrison,St,,PC,Metro Manila,MLABUS2016_MLABUSWP,
2,2774652,Lbc Express Incorporated,,,35,Gen D Mc Arthur,Hwy,,Valenzuela City,Metro Manila,MLABUS2016_MLABUSWP,
2,5541143/8083309,Lbc Express Incorporated,,,860,Reina Regente,St,,Mla,Metro Manila,MLABUS2016_MLABUSWP,
2,7348537,Lbc Express Incorporated,,,745,Rizal,Ave,,Mla,Metro Manila,MLABUS2016_MLABUSWP,
2,8515711/8511414,Lbc Express Incorporated,,Lrt South Terminal,,Taft,Ave,,PC,Metro Manila,MLABUS2016_MLABUSWP,
2,9260843,Lbc Express Incorporated,,Citimall,1,Don M Marcos,Ave,,QC,Metro Manila,MLABUS2016_MLABUSWP,
2,8087428,Lbc Express Incorporated,,Waltermart Bicutan,,East Service,Rd,,Paranaque City,Metro Manila,MLABUS2016_MLABUSWP,
2,5316070,Lbc Express Incorporated,,,217,Romualdez,St,,Mand,Metro Manila,MLABUS2016_MLABUSWP,
2,4217815,Lbc Express Incorporated,,Ali Mall,,Gen Romulo,Ave,Araneta Commercial Center,QC,Metro Manila,MLABUS2016_MLABUSWP,
2,2943307,Lbc Express Incorporated,,,95,Zabarte,Rd,,QC,Metro Manila,MLABUS2016_MLABUSWP,
2,5560473/8733036,Lbc Express Incorporated,,Edsan Building,,J Aguilar,St,,Las Pinas City,Metro Manila,MLABUS2016_MLABUSWP,
2,9358708,Lbc Express Incorporated,,Solmac Complex,,Sarmiento,St,,QC,Metro Manila,MLABUS2016_MLABUSWP,
2,6338167,Lbc Express Incorporated,,Sm Megamall B,,Edsa,Ave,,Mand,Metro Manila,MLABUS2016_MLABUSWP,
2,4050127,Lbc Express Incorporated,,,,14th,St,,Mla,Metro Manila,MLABUS2016_MLABUSWP,
2,9259295/5180744,Lbc Express Incorporated,,,392,Visayas,Ave,,QC,Metro Manila,MLABUS2016_MLABUSWP,
2,6504331,Lbc Express Incorporated,,Cityland Shaw Tower,,Shaw,Bvd,,Mand,Metro Manila,MLABUS2016_MLABUSWP,
2,6506856/9317463,Lbc Express Incorporated,,City & Land Mega Plaza Condo,,Garnet,Rd,Ortigas Center,Psg,Metro Manila,MLABUS2016_MLABUSWP,
2,6566733/9957482,Lbc Express Incorporated,,Gotesco Cinema Cmplx,,Ortigas,Ave,,Psg,Metro Manila,MLABUS2016_MLABUSWP,
2,8339519,Lbc Express Incorporated,,Evia Lifestyle Center,,Daang Hari,Rd,Pontevia Commercial Complex,Las Pinas City,Metro Manila,MLABUS2016_MLABUSWP,
2,5255070,Lbc Express Incorporated,,,2128,Taft,Ave,,Mla,Metro Manila,MLABUS2016_MLABUSWP,
2,8040098/8543061,Lbc Express Incorporated,,Maura Apartment,427,Libertad,St,,PC,Metro Manila,MLABUS2016_MLABUSWP,
2,8042379/8876071,Lbc Express Incorporated,,,,Or Call,,,,,MLABUS2016_MLABUSWP,
2,8206607/9201152,Lbc Express Incorporated,,,340,A Aguirre,Ave,Bf Homes Subdivision,Paranaque City,Metro Manila,MLABUS2016_MLABUSWP,
2,5163090/8513654,Lbc Express Incorporated,,,,Or Call,,,,,MLABUS2016_MLABUSWP,
2,8479114/8522166,Lbc Express Incorporated,,,,North Daang Hari,St,,Taguig City,Metro Manila,MLABUS2016_MLABUSWP,
2,5537776,Lbc Express Incorporated,,New Glorietta,,Ayala,Ave,Ayala Center,Mkti,Metro Manila,MLABUS2016_MLABUSWP,
2,3632013/8000536,Lbc Express Incorporated,,Sm Hypermart,,Samson,Rd,,Caloocan City,Metro Manila,MLABUS2016_MLABUSWP,
2,2513016,Lbc Express Incorporated,,,,Or Call,,,,,MLABUS2016_MLABUSWP,
2,8733041/8544848,Lbc Express Incorporated,,,349,Diego Cerra,Ave,,Las Pinas City,Metro Manila,MLABUS2016_MLABUSWP,
2,5229995,Lbc Express Incorporated,,,1234,San Andres,St,,Mla,Metro Manila,MLABUS2016_MLABUSWP,
2,8434017,Lbc Express Incorporated,,Makati Executive Tower 4,,Sen Gil Puyat,Ave,,Mkti,Metro Manila,MLABUS2016_MLABUSWP,
2,7267734,Lbc Express Incorporated,,,125,N Domingo,St,,San Juan City,Metro Manila,MLABUS2016_MLABUSWP,
2,5619067,Lbc Express Incorporated,,,2134,Jesus,St,,Mla,Metro Manila,MLABUS2016_MLABUSWP,
2,7150579,Lbc Express Incorporated,,Sm City Sta Mesa Annex Bldg,6,Aurora,Bvd,,QC,Metro Manila,MLABUS2016_MLABUSWP,
2,6310399,Lbc Express Incorporated,,Rogen 1 Building,,Meralco,Ave,,Psg,Metro Manila,MLABUS2016_MLABUSWP,
2,8539818,Lbc Express Incorporated,,,98,Quirino,Ave,,Paranaque City,Metro Manila,MLABUS2016_MLABUSWP,
