Areacode,Phone,name1,name2,SAM_BLDNAME,SAM_STNMFR,SAM_STNAME,SAM_STSUBT,sam_estate,City,Province,Product,class_code
2,8268160,Abba Motors Inc.,,,,,,,,,MLABUS2016_MLABUSWP,
2,5535240/8290426,Abba Motors Inc.,,,87,Dr a Santos,Ave,,Paranaque City,Metro Manila,MLABUS2016_MLABUSWP,
2,5535245,Abba Motors Inc.,,,,Or Call,,,,,MLABUS2016_MLABUSWP,
2,8073955/8079626,Abc Laboratories,,Richville Corporate Tower,1107,Alabang-Zapote,Rd,Madrigal Business Park,Munt,Metro Manila,MLABUS2016_MLABUSWP,
2,4000211/4000208,Abe Intl College of Business & Economics,,West East Center,1336,Taft,Ave,,Mla,Metro Manila,MLABUS2016_MLABUSWP,
2,4000209,Abe Intl College of Business & Economics,,,,Or Call,,,,,MLABUS2016_MLABUSWP,
2,9128366/9129578,Abe Intnl College for Business and Economics,,Rempson Department Store,878,Aurora,Bvd,,QC,Metro Manila,MLABUS2016_MLABUSWP,
2,8361667,Abenson Ventures Dl1 Appliance Store,,Waltermart Sucat,,Dr a Santos,Ave,,Paranaque City,Metro Manila,MLABUS2016_MLABUSWP,
2,8362473,Abenson Ventures Dl2 Appliance Store,,Waltermart Sucat,,Dr a Santos,Ave,,Paranaque City,Metro Manila,MLABUS2016_MLABUSWP,
2,8367197,Abenson Ventures Dl3 Appliance Store,,Waltermart Sucat,,Dr a Santos,Ave,,Paranaque City,Metro Manila,MLABUS2016_MLABUSWP,
2,6562391,Abenson Ventures Inc.,,,18,Evangelista,St,,Psg,Metro Manila,MLABUS2016_MLABUSWP,
2,8158026,Abenson Ventures Inc.,,,,Alabang-Zapote,Rd,,Las Pinas City,Metro Manila,MLABUS2016_MLABUSWP,
2,8872879,Abenson Ventures Inc.,,Ascott Hotel,,28th,St,Bonifacio Global City,Taguig City,Metro Manila,MLABUS2016_MLABUSWP,
2,2569324/8872874,Abenson Ventures Inc.,,Robinsons Place Manila,,Pedro Gil,St,,Mla,Metro Manila,MLABUS2016_MLABUSWP,
2,6546740/8158027,Abenson Ventures Inc.,,,,Or Call,,,,,MLABUS2016_MLABUSWP,
2,8872882/8875250,Abenson Ventures Inc.,,,,,,,,,MLABUS2016_MLABUSWP,
2,8872875/8875247,Abenson Ventures Inc.,,,,,,,,,MLABUS2016_MLABUSWP,
2,7722441/7722440,"Abenson Ventures, Inc.",,Metropolis Alabang Mall,,National,Hwy,,Munt,Metro Manila,MLABUS2016_MLABUSWP,
2,8720577,"Abenson Ventures, Inc.",,,269,Alabang-Zapote,Rd,,Las Pinas City,Metro Manila,MLABUS2016_MLABUSWP,
2,5218568,"Abenson Ventures, Inc.",,Harrison Plaza Building,,M Adriatico,St,Harrison Plaza Compound,Mla,Metro Manila,MLABUS2016_MLABUSWP,
2,4773154,"Abenson Ventures, Inc.",,Edsa Shangri-La Plaza Mall,,Shaw,Bvd,,Mand,Metro Manila,MLABUS2016_MLABUSWP,
2,8071416,"Abenson Ventures, Inc.",,Abenson Building,,Alabang-Zapote,Rd,,Munt,Metro Manila,MLABUS2016_MLABUSWP,
2,7242570,"Abenson Ventures, Inc.",,Violago Commercial Complex,2222,E Rodriguez Sr,Ave,,QC,Metro Manila,MLABUS2016_MLABUSWP,
2,9209151,"Abenson Ventures, Inc.",,Sm City North Cyberzone,,Edsa,Ave,,QC,Metro Manila,MLABUS2016_MLABUSWP,
2,6329104,"Abenson Ventures, Inc.",,Don Benito Building,11,Sheridan,St,,Mand,Metro Manila,MLABUS2016_MLABUSWP,
2,9279561/8093812,"Abenson Ventures, Inc.",,Circle C Center,17,Congressional,Ave,,QC,Metro Manila,MLABUS2016_MLABUSWP,
2,2870478/5218569,"Abenson Ventures, Inc.",,Malabon Citisquare,,C-4,Rd,Kaunlaran Village Ph 4g,Malabon City,Metro Manila,MLABUS2016_MLABUSWP,
2,6388018/8720576,"Abenson Ventures, Inc.",,,,Or Call,,,,,MLABUS2016_MLABUSWP,
2,8503779,"Abenson Ventures, Inc.",,,,,,,,,MLABUS2016_MLABUSWP,
2,8121544,"Abenson Ventures, Inc.",,Waltermart,,Chino Roces,Ave,Kayamanan A,Mkti,Metro Manila,MLABUS2016_MLABUSWP,
2,9111494,"Abenson Ventures, Inc.",,,,Gen Roxas,Ave,Araneta Commercial Center,QC,Metro Manila,MLABUS2016_MLABUSWP,
2,2525798/9209153,"Abenson Ventures, Inc.",,Puregold Building,31,Tayuman,St,,Mla,Metro Manila,MLABUS2016_MLABUSWP,
2,6329103,"Abenson Ventures, Inc.",,,,Or Call,,,,,MLABUS2016_MLABUSWP,
2,8367554/6329102,"Abenson Ventures, Inc.",,Waltermart Sucat,,Dr a Santos,Ave,,Paranaque City,Metro Manila,MLABUS2016_MLABUSWP,
2,8368856/8071418,"Abenson Ventures, Inc.",,,,Or Call,,,,,MLABUS2016_MLABUSWP,
2,2879932,"Abenson Ventures, Inc.",,,,,,,,,MLABUS2016_MLABUSWP,
2,5368029/8292686,"Abenson Ventures, Inc.",,Robinsons Place Manila,,Pedro Gil,St,,Mla,Metro Manila,MLABUS2016_MLABUSWP,
2,3650320/2525787,"Abenson Ventures, Inc.",,Puregold Building,300,Samson,Rd,,Caloocan City,Metro Manila,MLABUS2016_MLABUSWP,
2,8508850,"Abenson Ventures, Inc.",,,,Or Call,,,,,MLABUS2016_MLABUSWP,
2,9514575/9279390,"Abenson Ventures, Inc.",,Ever Gotesco Commonwealth Ctr,,Commonwealth,Ave,,QC,Metro Manila,MLABUS2016_MLABUSWP,
2,3642459/2870344,"Abenson Ventures, Inc.",,,,Or Call,,,,,MLABUS2016_MLABUSWP,
2,9279520,"Abenson Ventures, Inc.",,,,,,,,,MLABUS2016_MLABUSWP,
2,7210590/9279548,"Abenson Ventures, Inc.",,The Missouri Square Bldg,101,Connecticut,St,,San Juan City,Metro Manila,MLABUS2016_MLABUSWP,
2,6388023/7224187,"Abenson Ventures, Inc.",,,,Or Call,,,,,MLABUS2016_MLABUSWP,
2,8121584,"Abenson Ventures, Inc.",,,,,,,,,MLABUS2016_MLABUSWP,
2,2779539/2779850,"Abenson Ventures, Inc.",,Puregold Building,,Gen D Mc Arthur,Hwy,,Valenzuela City,Metro Manila,MLABUS2016_MLABUSWP,
2,5218563/2779536,"Abenson Ventures, Inc.",,,,Or Call,,,,,MLABUS2016_MLABUSWP,
2,2525878/7221264,"Abenson Ventures, Inc.",,,,,,,,,MLABUS2016_MLABUSWP,
2,9518991/5218560,"Abenson Ventures, Inc.",,,,,,,,,MLABUS2016_MLABUSWP,
2,9209152/8364265,"Abenson Ventures, Inc.",,,,,,,,,MLABUS2016_MLABUSWP,
2,9514537/6388060,"Abenson Ventures, Inc.",,,,,,,,,MLABUS2016_MLABUSWP,
2,8071411/8724320,"Abenson Ventures, Inc.",,,,Sicogon,St,Tierra Nueva Subdivision,Munt,Metro Manila,MLABUS2016_MLABUSWP,
2,9268829/2870827,"Abenson Ventures, Inc.",,,,Or Call,,,,,MLABUS2016_MLABUSWP,
2,8122882/7242501,"Abenson Ventures, Inc.",,,,,,,,,MLABUS2016_MLABUSWP,
2,2779538,"Abenson Ventures, Inc.",,,,,,,,,MLABUS2016_MLABUSWP,
2,8967475,Aberdeen Court,,,7842,J P Rizal,St,,Mkti,Metro Manila,MLABUS2016_MLABUSWP,
2,8982333,"Aberdeen Court, Inc.",,Aberdeen Court,7842,Makati,Ave,,Mkti,Metro Manila,MLABUS2016_MLABUSWP,
2,3718282/8993196,"Aberdeen Court, Inc.",,,1403,Quezon,Ave,,QC,Metro Manila,MLABUS2016_MLABUSWP,
2,3713304/8959449,"Aberdeen Court, Inc.",,,,Or Call,,,,,MLABUS2016_MLABUSWP,
2,3713309/8957438,"Aberdeen Court, Inc.",,,,,,,,,MLABUS2016_MLABUSWP,
2,8982888/3713814,"Aberdeen Court, Inc.",,,,Jupiter,St,Bel-Air 1 Village,Mkti,Metro Manila,MLABUS2016_MLABUSWP,
2,3713813/3713815,"Aberdeen Court, Inc.",,,,Or Call,,,,,MLABUS2016_MLABUSWP,
2,3713812/8957476,"Aberdeen Court, Inc.",,,,,,,,,MLABUS2016_MLABUSWP,
2,3717909/3713803,"Aberdeen Court, Inc.",,,,,,,,,MLABUS2016_MLABUSWP,
2,3713804/8993190,"Aberdeen Court, Inc.",,,,,,,,,MLABUS2016_MLABUSWP,
2,3713807/3713801,"Aberdeen Court, Inc.",,,,,,,,,MLABUS2016_MLABUSWP,
2,3713809/3713811,"Aberdeen Court, Inc.",,,,,,,,,MLABUS2016_MLABUSWP,
2,3713810/3713802,"Aberdeen Court, Inc.",,,,,,,,,MLABUS2016_MLABUSWP,
2,3713805/8967489,"Aberdeen Court, Inc.",,,,,,,,,MLABUS2016_MLABUSWP,
2,3713311/3713806,"Aberdeen Court, Inc.",,,,,,,,,MLABUS2016_MLABUSWP,
2,6435922,Ablaza Pawnshop,,,15,Morcilla,St,,Pat,Metro Manila,MLABUS2016_MLABUSWP,
2,8512847,Ablaza Pawnshopvillamor Branch,,,31,12th,St,Villamor Air Base,PC,Metro Manila,MLABUS2016_MLABUSWP,
2,8872171/8433729,Able Printing Co Inc,,,7608,Dela Rosa,St,,Mkti,Metro Manila,MLABUS2016_MLABUSWP,
2,8174060,Able Printing Co Inc,,,,Or Call,,,,,MLABUS2016_MLABUSWP,
2,6348923/6348921,Ablebodies Manpower Services,,Cityland Shaw Tower,,Shaw,Bvd,Welfareville Compound,Mand,Metro Manila,MLABUS2016_MLABUSWP,
2,6870304,"Abm Global Solutions, Inc",,Philippine Stock Exch We Twr,,Exchange,Rd,Ortigas Center,Psg,Metro Manila,MLABUS2016_MLABUSWP,
2,8115429,"Abm Global Solutions, Inc",,Pacific Star Building,,Makati,Ave,Salcedo Village,Mkti,Metro Manila,MLABUS2016_MLABUSWP,
2,8842009/8842023,Abn Amro Bank,,Lkg Tower,6801,Ayala,Ave,Salcedo Village,Mkti,Metro Manila,MLABUS2016_MLABUSWP,
2,8842022/8842011,Abn Amro Bank,,,,Or Call,,,,,MLABUS2016_MLABUSWP,
2,8842024/8842021,Abn Amro Bank,,,,,,,,,MLABUS2016_MLABUSWP,
2,8842025/8842010,Abn Amro Bank,,,,,,,,,MLABUS2016_MLABUSWP,
2,8842008,Abn Amro Bank,,,,,,,,,MLABUS2016_MLABUSWP,
2,5271374,Aboitiz Jebsen Bulk Transportcorporation,,Harbor Center Building 1,,2nd,St,,Mla,Metro Manila,MLABUS2016_MLABUSWP,
2,5272177,Aboitiz Jebsen Bulk Transportcorporation,,Harbor Center Building,,23rd,St,,Mla,Metro Manila,MLABUS2016_MLABUSWP,
2,5279993/5279992,Aboitiz Jebsen Bulk Transportcorporation,,Harbor Center Building,,Railroad,Drv,,Mla,Metro Manila,MLABUS2016_MLABUSWP,
2,5279986/5279991,Aboitiz Jebsen Bulk Transportcorporation,,,,Or Call,,,,,MLABUS2016_MLABUSWP,
2,5279988/5279982,Aboitiz Jebsen Bulk Transportcorporation,,,,,,,,,MLABUS2016_MLABUSWP,
2,5279984/5279987,Aboitiz Jebsen Bulk Transportcorporation,,,,,,,,,MLABUS2016_MLABUSWP,
2,5279980/5279985,Aboitiz Jebsen Bulk Transportcorporation,,Kings Court 1 Building,2129,Chino Roces,Ave,,Mkti,Metro Manila,MLABUS2016_MLABUSWP,
2,5279983/5279981,Aboitiz Jebsen Bulk Transportcorporation,,,,Or Call,,,,,MLABUS2016_MLABUSWP,
2,5279711,Aboitiz Jebsen Bulk Transportcorporation,,,,,,,,,MLABUS2016_MLABUSWP,
2,5193018,Abrakadabra Inc,,Tpa Building,7496,Bagtikan,St,San Antonio Village,Mkti,Metro Manila,MLABUS2016_MLABUSWP,
2,9242615,Abscbn Corporation,,,,Bohol,Ave,,QC,Metro Manila,MLABUS2016_MLABUSWP,
2,8940402,Abscbn Corporation,,,101,Andrew,Ave,,PC,Metro Manila,MLABUS2016_MLABUSWP,
2,9244101/4235098,Abscbn Corporation,,,,Mother Ignacia,Ave,,QC,Metro Manila,MLABUS2016_MLABUSWP,
2,8321093/8321143,Abscbn Corporation,,,,Roxas,Bvd,,PC,Metro Manila,MLABUS2016_MLABUSWP,
2,9241522/9244281,Abscbn Corporation,,,,Or Call,,,,,MLABUS2016_MLABUSWP,
2,9242679/9293456,Abscbn Corporation,,,,,,,,,MLABUS2016_MLABUSWP,
2,9211998,Abscbn Corporation,,,,,,,,,MLABUS2016_MLABUSWP,
2,3712902,Abscbn Corporation,,San Jose Builders Codo,130,Panay,Ave,,QC,Metro Manila,MLABUS2016_MLABUSWP,
2,8940332,Abscbn Corporation,,,,Roxas,Bvd,,Paranaque City,Metro Manila,MLABUS2016_MLABUSWP,
2,8869798/8869480,Abscbn Corporation,,8 Rockwell,,Hidalgo,Drv,Rockwell Center,Mkti,Metro Manila,MLABUS2016_MLABUSWP,
2,8869489/8940331,Abscbn Corporation,,,,Or Call,,,,,MLABUS2016_MLABUSWP,
2,9242644,Abscbn Corporation,,,,,,,,,MLABUS2016_MLABUSWP,
2,3765427,Absolute Happy Dream Corp,,Prime Pacific Building,184,Tomas Morato,Ave,,QC,Metro Manila,MLABUS2016_MLABUSWP,
2,8529254/8516170,Abx Pan Globe Logistics Inc,,,,Johanne,St,,Paranaque City,Metro Manila,MLABUS2016_MLABUSWP,
2,8529250/8529313,Abx Pan Globe Logistics Inc,,,,Or Call,,,,,MLABUS2016_MLABUSWP,
2,8514030/8511488,Abx Pan Globe Logistics Inc,,,,,,,,,MLABUS2016_MLABUSWP,
2,8529253/8529251,Abx Pan Globe Logistics Inc,,,,,,,,,MLABUS2016_MLABUSWP,
2,8529252/8528520,Abx Pan Globe Logistics Inc,,,,,,,,,MLABUS2016_MLABUSWP,
2,8528525/8529311,Abx Pan Globe Logistics Inc,,,,,,,,,MLABUS2016_MLABUSWP,
2,8528522/8528526,Abx Pan Globe Logistics Inc,,,,,,,,,MLABUS2016_MLABUSWP,
2,8528524,Abx Pan Globe Logistics Inc,,,,,,,,,MLABUS2016_MLABUSWP,
2,8803210,Ac Corporation,,Phividec Industrial Estate,,Veterans,Rd,Veterans Center,Taguig City,Metro Manila,MLABUS2016_MLABUSWP,
2,8454831,"Acabar Marketing International, Inc",,Jm Building 2,5542,Pres S Osmena Sr,Hwy,,Mkti,Metro Manila,MLABUS2016_MLABUSWP,
2,8137191/8923007,Accent Systems Inc,,Prince Building,117,Rada,St,Legaspi Village,Mkti,Metro Manila,MLABUS2016_MLABUSWP,
2,5565149/5565142,Access Base Technology & Solutions Inc.,,Bonifacio Technology Center,,31st,St,Bonifacio Global City,Taguig City,Metro Manila,MLABUS2016_MLABUSWP,
2,8238280,"Access Healthcare Services Manila, Inc.",,One World Square Building,,Upper McKinley,Rd,McKinley Hill,Taguig City,Metro Manila,MLABUS2016_MLABUSWP,
2,4420203,Access International Manpowerand Offshore Placement Inc.,,Topaz Building,99,Kamias,Rd,,QC,Metro Manila,MLABUS2016_MLABUSWP,
2,9904188,Access International Manpowerand Offshore Placement Inc.,,President Tower,81,Timog,Ave,,QC,Metro Manila,MLABUS2016_MLABUSWP,
2,2443360/5227984,Access Risk Managment Insurance Broker & Sales Co,,Burke Building,,Escolta,St,,Mla,Metro Manila,MLABUS2016_MLABUSWP,
2,5357554,Accesslink Corporation,,,225,Apo,St,,Mand,Metro Manila,MLABUS2016_MLABUSWP,
2,9298851/9276775,Accm Aluminum & Glass Supply,,Crm Building 3,106,Kamias,Rd,,QC,Metro Manila,MLABUS2016_MLABUSWP,
2,8870645/8870646,Accord Csa Shipping Phils,,Pac Atlantic Building,2917,Finlandia,St,,Mkti,Metro Manila,MLABUS2016_MLABUSWP,
2,8941617,Accu Script Incorporated,,Acme-Tools,145,Yakal,St,,Mkti,Metro Manila,MLABUS2016_MLABUSWP,
2,7062019/7062018,Accurate Ballistic Inc,,Ortigas Auto Depot,,Dna Julia Vargas,Ave,Ortigas Hme Depot Comm'l Ctr,Psg,Metro Manila,MLABUS2016_MLABUSWP,
2,3621545/3308237,Accurate Oil and Metal Synergy Inc,,,70,Old Samson,Rd,,QC,Metro Manila,MLABUS2016_MLABUSWP,
2,7263210/7241615,Accuserv Diagnostic Center Inc,,Fersal Olympia Building,1022,E Rodriguez Sr,Ave,,QC,Metro Manila,MLABUS2016_MLABUSWP,
2,8386307,Accutech Steel & Serv Center Inc,,,,Arturo,Drv,Hapay Compound,Taguig City,Metro Manila,MLABUS2016_MLABUSWP,
2,8317817,Acdi Credit Cooperative,,Vm Terminal Mall,,Roman Cruz,Ave,Soldiers Hills Village,Munt,Metro Manila,MLABUS2016_MLABUSWP,
2,9133579,Acdi Credit Cooperative,,,125,Col B Serrano,Ave,,QC,Metro Manila,MLABUS2016_MLABUSWP,
2,2418682,Acdi Credit Cooperative,,Jars Building,1810,Pres J P Laurel,St,,Mla,Metro Manila,MLABUS2016_MLABUSWP,
2,9114908,Acdi Credit Cooperative,,Afp Coc,,Capinpin,Ave,Camp Aguinaldo,QC,Metro Manila,MLABUS2016_MLABUSWP,
2,8543941,Acdi Credit Cooperative,,Acdi Bldg,,Sales,St,Villamor Air Base,PC,Metro Manila,MLABUS2016_MLABUSWP,
2,8338813/8546338,Acdi Credit Cooperative,,,,Sampaguita,St,,Mkti,Metro Manila,MLABUS2016_MLABUSWP,
2,8543940,Acdi Credit Cooperative,,Acdi Bldg,,Villamor Air Base,St,Villamor Air Base,PC,Metro Manila,MLABUS2016_MLABUSWP,
2,8346080,Acdi Credit Cooperative,,,,3rd,St,Villamor Air Base,PC,Metro Manila,MLABUS2016_MLABUSWP,
75,5405078,Acdi Multipurpose Cooperative,,Del Pilar Place,,M H Del Pilar,St,,Dagupan City,Pangasinan,PNGLUN2016_PANGAWP,
2,8927821,Ace Foods Inc,,Makati Sky Plaza Building,6788,Ayala,Ave,Legaspi Village,Mkti,Metro Manila,MLABUS2016_MLABUSWP,
2,8870080,Ace Foods Inc,,,2041,Honduras,St,San Isidro Village,Mkti,Metro Manila,MLABUS2016_MLABUSWP,
2,8120118/8401979,Ace Foods Incorporated,,Corporate Business Center,151,Paseo de Roxas,Ave,Legaspi Village,Mkti,Metro Manila,MLABUS2016_MLABUSWP,
2,8870057,Ace Foods Incorporated,,,2041,Honduras,St,San Isidro Village,Mkti,Metro Manila,MLABUS2016_MLABUSWP,
2,5237857/5237876,Ace Hardware Philippines Inc,,Sm City Manila,,Natividad a Lopez,St,,Mla,Metro Manila,MLABUS2016_MLABUSWP,
2,5237990/5237836,Ace Hardware Philippines Inc,,,,Or Call,,,,,MLABUS2016_MLABUSWP,
2,8072503/8503909,Ace Hardware Philippines Inc.,,Festival Supermall,,Corporate,Ave,Filinvest Corporate City,Munt,Metro Manila,MLABUS2016_MLABUSWP,
2,8297664,Ace Hardware Phils Inc,,Sm Sucat Super Center,,Dr a Santos,Ave,,Paranaque City,Metro Manila,MLABUS2016_MLABUSWP,
2,9114794/9125527,Ace Hardware Phils Inc,,Sm Shoemart,,Times Square,Ave,Araneta Commercial Center,QC,Metro Manila,MLABUS2016_MLABUSWP,
2,8297625/8297606,Ace Hardware Phils Inc,,,,Or Call,,,,,MLABUS2016_MLABUSWP,
2,7880760/7880763,Ace Logistics Inc,,Oyster Plaza,,N Aquino,Ave,,Paranaque City,Metro Manila,MLABUS2016_MLABUSWP,
2,8018260/8421325,Ace Logistics Inc,,Warehouse 3b,,West Service,Rd,Sunblest Compound,Munt,Metro Manila,MLABUS2016_MLABUSWP,
2,7880761/8503292,Ace Logistics Inc,,,,Or Call,,,,,MLABUS2016_MLABUSWP,
2,6331422,Ace Technologies Inc,,Metrowalk Plaza Bldg C,,Meralco,Ave,Metrowalk Commercial Center,Psg,Metro Manila,MLABUS2016_MLABUSWP,
2,3678062/3678040,Ace Water Health & Spa Centerinc,,,399,Del Monte,Ave,,QC,Metro Manila,MLABUS2016_MLABUSWP,
2,3678041/3678061,Ace Water Health & Spa Centerinc,,,,Or Call,,,,,MLABUS2016_MLABUSWP,
2,8153388,Acer Philippines Inc,,W Fifth Avenue Building,,5th,Ave,Bonifacio Global City,Taguig City,Metro Manila,MLABUS2016_MLABUSWP,
2,5322452,Acerhomes Development Corporation,,Summit One Office Tower,530,Shaw,Bvd,,Mand,Metro Manila,MLABUS2016_MLABUSWP,
2,3745527,Acerhomes Devt Corp,,Anita Building,,Quezon,Ave,,QC,Metro Manila,MLABUS2016_MLABUSWP,
2,6374291/6385787,Acetel Management & Consulting Incorporated,,,55,Sta Rosa,St,,Psg,Metro Manila,MLABUS2016_MLABUSWP,
2,2448888/2447777,Aceway Imports Incorporated,,Pacific Land and Building Corp,460,Q Paredes,St,,Mla,Metro Manila,MLABUS2016_MLABUSWP,
2,3651061/3651063,Achievers Chemical Corporation,,,61,Balingasa,Rd,,QC,Metro Manila,MLABUS2016_MLABUSWP,
2,8919071,Ackerman I and Company Incorporated,,Tower One and Exchange Plaza,6767,Ayala,Ave,Salcedo Village,Mkti,Metro Manila,MLABUS2016_MLABUSWP,
2,8403020/8404673,Acm Landholdings Inc,,Carlos J Valdez Building,108,Aguirre,St,Legaspi Village,Mkti,Metro Manila,MLABUS2016_MLABUSWP,
2,8403019/8131278,Acm Landholdings Inc,,,,Or Call,,,,,MLABUS2016_MLABUSWP,
2,8404674/8122239,Acm Landholdings Inc,,,,,,,,,MLABUS2016_MLABUSWP,
2,5316596/5316600,Acquire Asia Pacific,,Robinsons Cyberscape Beta,,Ruby,Rd,Ortigas Center,Psg,Metro Manila,MLABUS2016_MLABUSWP,
2,5316593,Acquire Asia Pacific,,,,Or Call,,,,,MLABUS2016_MLABUSWP,
2,5713637,ACQUIRE ASIA PACIFIC (Direct Line),,Techno Plaza II,,E Rodriguez Jr,Ave,Eastwood City Cyber Park,QC,Metro Manila,MLABUS2016_MLABUSWP,
2,8562305,ACRAMED Phils. Inc.,,Cityland Condominium 10 Twr 1,156,H v Dela Costa,St,Salcedo Village,Mkti,Metro Manila,MLABUS2016_MLABUSWP,
2,8392373/8383505,Acre Conditioning Specialist Inc,,,,Arturo,Drv,,Taguig City,Metro Manila,MLABUS2016_MLABUSWP,
2,8383155,Acre Conditioning Specialist Inc,,,,Or Call,,,,,MLABUS2016_MLABUSWP,
2,8441006,"Acro Office Products, Inc.",,Global Tower,1233,Capt M Reyes,St,,Mkti,Metro Manila,MLABUS2016_MLABUSWP,
2,6336891,Acs Technologies Ltd,,One San Miguel Avenue Condo,,San Miguel,Ave,Ortigas Center,Psg,Metro Manila,MLABUS2016_MLABUSWP,
2,3631650,Act Electronic Center,,,917,Banawe,St,,QC,Metro Manila,MLABUS2016_MLABUSWP,
2,4265632/4265626,Action for Economic Reforms,,West Trade Center Building,132,West,Ave,,QC,Metro Manila,MLABUS2016_MLABUSWP,
2,8697780/8697761,action.able Inc.,,Crown Center Building,158,Jupiter,St,Bel-Air 2 Village,Mkti,Metro Manila,MLABUS2016_MLABUSWP,
2,8089187/8089182,"Activa Media Philippines, Inc.",,Fort Point Building,,7th,Ave,Bonifacio Global City,Taguig City,Metro Manila,MLABUS2016_MLABUSWP,
2,6354670/6311674,Activasia Inc,,,291,St Joseph,St,,Psg,Metro Manila,MLABUS2016_MLABUSWP,
2,6375089/6354173,Activasia Inc,,,,Or Call,,,,,MLABUS2016_MLABUSWP,
2,6375042,Activasia Inc,,,,,,,,,MLABUS2016_MLABUSWP,
2,8177861/8177831,Active Realty and Development,,Act Tower,135,Sen Gil Puyat,Ave,Salcedo Village,Mkti,Metro Manila,MLABUS2016_MLABUSWP,
2,8937025/8937026,Active Realty and Development,,,,Or Call,,,,,MLABUS2016_MLABUSWP,
2,8125719/8125721,Active Realty and Development,,,,,,,,,MLABUS2016_MLABUSWP,
2,8937028/8937024,Active Realty and Development,,,,,,,,,MLABUS2016_MLABUSWP,
2,8125685/8177867,Active Realty and Development,,,,,,,,,MLABUS2016_MLABUSWP,
2,8177865/8937027,Active Realty and Development,,,,,,,,,MLABUS2016_MLABUSWP,
2,8926692,Active Realty and Developmentcorporation,,Aurelio Bldg,,Rizal Extension,Ave,,Caloocan City,Metro Manila,MLABUS2016_MLABUSWP,
2,8177876,Active Realty and Developmentcorporation,,Act Tower,135,Sen Gil Puyat,Ave,Salcedo Village,Mkti,Metro Manila,MLABUS2016_MLABUSWP,
2,8140725,Active Realty Development Corporation,,Act Tower,135,Sen Gil Puyat,Ave,Salcedo Village,Mkti,Metro Manila,MLABUS2016_MLABUSWP,
2,8172170/8940705,Active Services and Products Industrial Corporation,,,7387,Bakawan,St,,Mkti,Metro Manila,MLABUS2016_MLABUSWP,
2,8177372,Activeone Health Inc,,Fort Royal Place,118,Rada,St,Legaspi Village,Mkti,Metro Manila,MLABUS2016_MLABUSWP,
2,7094015,"Actmedia Philippines, Inc.",,,186,E Rodriguez Jr,Ave,,QC,Metro Manila,MLABUS2016_MLABUSWP,
2,8235335/8235345,Acton Technophils Inc.,,Correal Building,14,Lotus,St,T S Cruz Subdivision,Las Pinas City,Metro Manila,MLABUS2016_MLABUSWP,
2,8945559/8945553,Actron Industries Incorporated,,Acenteron Building,2662,Honduras,St,San Isidro Village,Mkti,Metro Manila,MLABUS2016_MLABUSWP,
2,8945550/8443041,Actron Industries Incorporated,,,,Or Call,,,,,MLABUS2016_MLABUSWP,
2,4031899,Acuaverde Beach Resort and Hotel Inc.,,Mile Long Building,,Amorsolo,St,Kayamanan A,Mkti,Metro Manila,MLABUS2016_MLABUSWP,
2,3307697,Acumax International Corp,,,277,C Cordero,St,,Caloocan City,Metro Manila,MLABUS2016_MLABUSWP,
2,3745542/3307696,Acumax International Corp,,Cedar Executive Building 2,26,Timog,Ave,,QC,Metro Manila,MLABUS2016_MLABUSWP,
2,3307657,Acumax International Corp,,,,Or Call,,,,,MLABUS2016_MLABUSWP,
2,9616044,"AD Circles, Inc.",,Rustan Superstore Building,,Gen Romulo,Ave,Araneta Commercial Center,QC,Metro Manila,MLABUS2016_MLABUSWP,
2,8236757/8938103,Ad Standards Council Inc.,,Lta Building,118,Perea,St,Legaspi Village,Mkti,Metro Manila,MLABUS2016_MLABUSWP,
2,8510345/8510346,Ad Statika Corporation,,Gateway Center,,Paseo de Magallanes,St,Magallanes Village,Mkti,Metro Manila,MLABUS2016_MLABUSWP,
2,5242017/5242021,Adamson University,,,,San Marcelino,St,,Mla,Metro Manila,MLABUS2016_MLABUSWP,
2,4000802/5212619,Adamson University,,,,Or Call,,,,,MLABUS2016_MLABUSWP,
2,5220016/5240125,Adamson University,,,,,,,,,MLABUS2016_MLABUSWP,
2,5242014/5242022,Adamson University,,,,,,,,,MLABUS2016_MLABUSWP,
2,5232567/5233677,Adamson University,,,,,,,,,MLABUS2016_MLABUSWP,
2,5232561/4000919,Adamson University,,,,,,,,,MLABUS2016_MLABUSWP,
2,5210690/5242019,Adamson University,,,,,,,,,MLABUS2016_MLABUSWP,
2,4000923/5257013,Adamson University,,,,,,,,,MLABUS2016_MLABUSWP,
2,5242011/5259858,Adamson University,,,,,,,,,MLABUS2016_MLABUSWP,
2,5259857/5232586,Adamson University,,,,,,,,,MLABUS2016_MLABUSWP,
2,5212630/5248003,Adamson University,,,,,,,,,MLABUS2016_MLABUSWP,
2,5211280/4043703,Adamson University,,,,,,,,,MLABUS2016_MLABUSWP,
2,5362099/5222211,Adamson University,,,,,,,,,MLABUS2016_MLABUSWP,
2,5232584/4000920,Adamson University,,,,,,,,,MLABUS2016_MLABUSWP,
2,5242010/4000921,Adamson University,,,,,,,,,MLABUS2016_MLABUSWP,
2,5246593/4000922,Adamson University,,,,,,,,,MLABUS2016_MLABUSWP,
2,5248002/5247323,Adamson University,,,,,,,,,MLABUS2016_MLABUSWP,
2,5240307,Adamson University,,,,,,,,,MLABUS2016_MLABUSWP,
