,Areacode,Phone,name1,name2,SAM_BLDNAME,SAM_STNMFR,SAM_STNAME,SAM_STSUBT,sam_estate,City,Province,class_code,class_desc
497,,5274676,Bureau of Customs,,,,A Bonifacio,Drv,,Manila City,Metro Manila,,
498,,5273727/5274710,Bureau of Customs,,Bureau of Customs,,Muelle de San Francisco,St,,Manila City,Metro Manila,,
500,,5274553/5274561,Bureau of Customs,,,,,,,Or Call:,,,
502,,5274562/5271975,Bureau of Customs,,,,,,,,,,
504,,5271969,Bureau of Customs,,,,,,,,,,
505,,5271968/5271965,Bureau of Customs,,Bu of Customs Bldg,,Muelle de San Francisco,St,,Manila City,Metro Manila,,
507,,5271964/5274564,Bureau of Customs,,,,,,,Or Call:,,,
509,,5274565,Bureau of Customs,,,,,,,,,,
510,,4042629,Bureau of Customs,,Nccc Building,,Boston,St,,Manila City,Metro Manila,,
511,,5271960/5271944,Bureau of Customs,,,,Muelle de San Francisco,St,,Manila City,Metro Manila,,
513,,5271942/5271935,Bureau of Customs,,,,,,,Or Call:,,,
515,,5271930/5247654,Bureau of Customs,,,,,,,,,,
517,,5274507/5247976,Bureau of Customs,,,,,,,,,,
519,,5274512,Bureau of Customs,,,,,,,,,,
520,,8796313/5274547,Bureau of Customs,,Customs Building,,Ninoy Aquino,Ave,,Paranaque City,Metro Manila,,
522,,5274544/5274543,Bureau of Customs,,,,,,,Or Call:,,,
524,,5278258/5278259,Bureau of Customs,,,,Chicago,St,,,Metro Manila,,
526,,5274537/5274534,Bureau of Customs,,,,,,,Or Call:,,,
528,,5274530/5274526,Bureau of Customs,,,,,,,,,,
530,,5274525/5278296,Bureau of Customs,,,,,,,,,,
532,,5274552/5274524,Bureau of Customs,,,,,,,,,,
534,,5274522/5274520,Bureau of Customs,,,,,,,,,,
536,,5274519/5274518,Bureau of Customs,,,,,,,,,,
538,,5234635/5274517,Bureau of Customs,,,,,,,,,,
540,,5274516,Bureau of Customs,,,,,,,,,,
541,,5279451,Bureau of Customs,,,,Railroad,Drv,,Manila City,Metro Manila,,
542,,5279457/5279460,Bureau of Customs,,Computer Center Building,,Boston,St,,Manila City,Metro Manila,,
544,,5266372/5266361,Bureau of Customs,,,,,,,Or Call:,,,
546,,5266282/5266258,Bureau of Customs,,,,,,,,,,
548,,5274577/5274579,Bureau of Customs,,,,,,,,,,
550,,5274581/5274585,Bureau of Customs,,,,,,,,,,
552,,5274586/5274592,Bureau of Customs,,,,,,,,,,
554,,5257606/5274601,Bureau of Customs,,,,,,,,,,
556,,5274636/5274642,Bureau of Customs,,Bureau of Customs,155,A Delgado,St,,,Metro Manila,,
558,,5274643/5274644,Bureau of Customs,,,,,,,Or Call:,,,
560,,5274648/2472589,Bureau of Customs,,,,,,,,,,
562,,5274649/5266389,Bureau of Customs,,,,,,,,,,
564,,5266393/5266457,Bureau of Customs,,,,,,,,,,
566,,5274566/5279461,Bureau of Customs,,Bureau of Customs Building,,Muelle de San Francisco,St,,,Metro Manila,,
568,,8522138,Bureau of Customs,,,,,,,Or Call:,,,
569,,5270216/8795183,Bureau of Customs,,Bnu of Commerce Building,,2ND,St,,Manila City,Metro Manila,,
571,,8795181/5279473,Bureau of Customs,,Bureau of Custom Bldg,,Naia,Rd,,,Metro Manila,,
573,,8795088/8522975,Bureau of Customs,,NAIA TERMINAL 1,,Ninoy Aquino,Ave,,,Metro Manila,,
575,,5279757/5274549,Bureau of Customs,,,,,,,Or Call:,,,
577,,5274550/5266652,Bureau of Customs,,,,,,,,,,
579,,5274573/5266605,Bureau of Customs,,,,,,,,,,
581,,5266571/5266543,Bureau of Customs,,,,,,,,,,
583,,5274574/5274576,Bureau of Customs,,Computer Center Building,,A Bonifacio,Drv,,,Metro Manila,,
585,,5266458/5274570,Bureau of Customs,,,,,,,Or Call:,,,
587,,5277476,BUREAU OF FIRE DISTRICT 1,,,,A Soriano Jr,Ave,,,Metro Manila,,
588,,7116924,BUREAU OF FIRE DISTRICT 1,,,1555,Rizal,Ave,,Manila City,Metro Manila,,
589,,5273627,BUREAU OF FIRE DISTRICT 1,,Intramuros Fire Station,,A Soriano Jr,Ave,,Manila City,Metro Manila,,
590,,7166426,BUREAU OF FIRE DISTRICT 1,,Ying Ming Building,2990,Pres R Magsaysay,Bvd,,Manila City,Metro Manila,,
591,,5631074,BUREAU OF FIRE DISTRICT 1,,,,Certeza,St,,Manila City,Metro Manila,,
592,,7351894,BUREAU OF FIRE DISTRICT 1,,,,Edsa,Ave,,QC,Metro Manila,,
593,,7146923,BUREAU OF FIRE DISTRICT 1,,,3041,Lubiran,St,,Manila City,Metro Manila,,
594,,2539551,BUREAU OF FIRE DISTRICT 1,,,1204,Juan Luna,St,,Manila City,Metro Manila,,
595,,7407480,BUREAU OF FIRE DISTRICT 1,,,,A H Lacson,Ave,,Manila City,Metro Manila,,
596,,2453403/7497194,BUREAU OF FIRE DISTRICT 1,,,,Ylaya,St,,Manila City,Metro Manila,,
598,,5280641,BUREAU OF FIRE DISTRICT 1,,,,A J Villegas,St,,,Metro Manila,,
599,,5254714,BUREAU OF FIRE DISTRICT 1,,,,San Marcelino,St,,Manila City,Metro Manila,,
600,,6338908,Bureau of Fire Protection,,,,Meralco,Ave,,Pasig City,Metro Manila,,
601,,8164014,Bureau of Fire Protection,,Makati Central Fire Station,,Ayala,Ave,,Makati City,Metro Manila,,
602,,8184868/8185150,Bureau of Fire Protection,,,,Edison,St,,Makati City,Metro Manila,,
604,,8439122,Bureau of Fire Protection,,,,,,,Or Call:,,,
605,,8269131,Bureau of Fire Protection,,Fire Station Building,,Dr a Santos,Ave,,Paranaque City,Metro Manila,,
606,,8992225,Bureau of Fire Protection,,,,Archimedes,St,,Makati City,Metro Manila,,
607,,8746177/8160791,Bureau of Fire Protection,,Las Pinas City Hall,,Alabang-Zapote,Rd,Las Pinas City Hall Complex,Las Pinas City,Metro Manila,,
609,,8263176,Bureau of Fire Protection,,Anflocor Building,411,Quirino,Ave,,,Metro Manila,,
610,,8820531,Bureau of Fire Protection,,,,J P Rizal,St,,Makati City,Metro Manila,,
611,,8422201,Bureau of Fire Protection,,,,Market,St,Madrigal Business Park,Muntinlupa City,Metro Manila,,
612,,8162553,Bureau of Fire Protection,,New Fire Dept Hqtrs Bldg,,Ayala,Ave,,Makati City,Metro Manila,,
613,,9294894/9296668,Bureau of Fisheries and Aquatic Resources,,R and D Building,,Commonwealth,Ave,Pca Compound,QC,Metro Manila,,
615,,9298387/9298074,Bureau of Fisheries and Aquatic Resources,,Philippine Coconut Authority,,Elliptical,Rd,,,Metro Manila,,
617,,4411446,Bureau of Fisheries and Aquatic Resources,,,,,,,Or Call:,,,
618,,3725063/9294296,Bureau of Fisheries and Aquatic Resources,,CORPORATE 101 BUILDING,101,Mother Ignacia,Ave,,QC,Metro Manila,,
620,,3668535/9293439,Bureau of Fisheries and Aquatic Resources,,Pca Building,,Elliptical,Rd,,,Metro Manila,,
622,,9297058/9297673,Bureau of Fisheries and Aquatic Resources,,,,,,,Or Call:,,,
624,,2943620/2943617,Bureau of Fisheries and Aquatic Resources,,,,,,,,,,
626,,3516814/7097740,Bureau of Fisheries and Aquatic Resources,,,,,,,,,,
628,,9299597/4264668,Bureau of Fisheries and Aquatic Resources,,,,,,,,,,
630,,2837581/9296125,Bureau of Fisheries and Aquatic Resources,,,,North Bay,Bvd,Navotas Fishport Complex,,Metro Manila,,
632,,9296184/2837602,Bureau of Fisheries and Aquatic Resources,,,,,,,Or Call:,,,
634,,9623746/2874868,Bureau of Fisheries and Aquatic Resourcescentral Office,,Pca Building,,Elliptical,Rd,,,Metro Manila,,
636,,3665809,Bureau of Forest Development,,Fmb Building,,Visayas,Ave,,,Metro Manila,,
637,,9278127,Bureau of Forest Development,,Bfd Training Center Building,,Agham,Rd,,QC,Metro Manila,,
638,,9277278,Bureau of Forest Development,,Refores Station Administration,,Visayas,Ave,,QC,Metro Manila,,
639,,9276995/9276978,Bureau of Forest Development,,,,Visayas,Ave,,QC,Metro Manila,,
641,,9266526,Bureau of Forest Development,,Bfd Building,,Visayas,Ave,,,Metro Manila,,
642,,9259796/9276229,Bureau of Forest Development,,Bureau of Forest Development,,Visayas,Ave,,QC,Metro Manila,,
644,,9276217/9208650,Bureau of Forest Development,,,,,,,Or Call:,,,
646,,9210752/9275216,Bureau of Forest Development,,,,,,,,,,
648,,9274873/9274788,Bureau of Forest Development,,,,,,,,,,
650,,3323056,Bureau of Forest Development,,,,,,,,,,
651,,9272491,Bureau of Forest Development,,Seed Storage Building,,Visayas,Ave,Denr Compound,QC,Metro Manila,,
652,,9274784/9252139,Bureau of Forest Development,,Denr Building,,Visayas,Ave,,QC,Metro Manila,,
654,,9200368/9200374,Bureau of Forest Development,,,,,,,Or Call:,,,
656,,9252140/9252137,Bureau of Forest Development,,,,,,,,,,
658,,9252135,Bureau of Forest Development,,,,,,,,,,
659,,9262141/9252141,Bureau of Forest Development,,Bed Training Center,,Visayas,Ave,,QC,Metro Manila,,
661,,8796081,Bureau of Immigration,,,,Ninoy Aquino,Ave,,,Metro Manila,,
662,,8796083,Bureau of Immigration,,Departure Area,,Naia,Rd,,PC,Metro Manila,,
663,,8795910,Bureau of Immigration,,NAIA TERMINAL 2 BLDG,,Naia,Rd,,PC,Metro Manila,,
664,,8796011,Bureau of Immigration,,NAIA TERMINAL 2,,Naia,Rd,,PC,Metro Manila,,
665,,8796078/8796016,Bureau of Immigration,,Arrival Area,,Naia,Rd,,PC,Metro Manila,,
667,,8796014/8796084,Bureau of Immigration,,,,,,,Or Call:,,,
669,,5279087/8796086,Bureau of Immigration,,Bureau of Immigration Buildin,,Magallanes,Drv,,,Metro Manila,,
671,,8796015/8796085,Bureau of Immigration,,,,,,,Or Call:,,,
673,,7267979,Bureau of Internal Revenue,,,157,F Blumentritt,St,,,Metro Manila,,
674,,5674199/5673970,Bureau of Internal Revenue,,BIR REVENUE REGION 6 BLDG 1,,Solana,St,,Manila City,Metro Manila,,
676,,8943579/8945990,Bureau of Internal Revenue,,Makati Atrium Building,,Makati,Ave,Urdaneta Village,,Metro Manila,,
678,,5673969/5674228,Bureau of Internal Revenue,,,,,,,Or Call:,,,
680,,7238183/5674260,Bureau of Internal Revenue,,,,,,,,,,
682,,8114492,Bureau of Internal Revenue,,,,,,,,,,
683,,8023037/8945890,Bureau of Internal Revenue,,Aurora Arcade,,Alabang-Zapote,Rd,,Las Pinas City,Metro Manila,,
685,,5674267/5674262,Bureau of Internal Revenue,,,,,,,Or Call:,,,
687,,5673609/7238160,Bureau of Internal Revenue,,,,,,,,,,
689,,7238137/8023020,Bureau of Internal Revenue,,,,,,,,,,
691,,5674203/8114017,Bureau of Internal Revenue,,,,,,,,,,
693,,5674279,Bureau of Internal Revenue,,BIR REVENUE REGION 6 BLDG 2,,Solana,St,,,Metro Manila,,
694,,8566820/8566819,Bureau of Internal Revenue,,BIR-RR8 BUILDING,313,Sen Gil Puyat,Ave,,Makati City,Metro Manila,,
696,,8566816/8566809,Bureau of Internal Revenue,,,,,,,Or Call:,,,
698,,5674288/8566808,Bureau of Internal Revenue,,,,,,,,,,
700,,8566798/8566821,Bureau of Internal Revenue,,,,,,,,,,
702,,8566796/8566794,Bureau of Internal Revenue,,,,,,,,,,
704,,8566793/8566791,Bureau of Internal Revenue,,,,,,,,,,
706,,8566786,Bureau of Internal Revenue,,,,,,,,,,
707,,8566751/5674293,Bureau of Internal Revenue,,Bonifacio Technology Center,,31ST,St,Bonifacio Global City,Taguig City,Metro Manila,,
709,,8565848/8566795,Bureau of Internal Revenue,,,,,,,Or Call:,,,
711,,5674269/8566825,Bureau of Internal Revenue,,,,,,,,,,
713,,5674285/7279854,Bureau of Internal Revenue,,,,,,,,,,
715,,5674280/7279855,Bureau of Internal Revenue,,,,,,,,,,
717,,3647044/5674281,Bureau of Internal Revenue,,BIR-RR5 BUILDING,140,Edsa,Ave,,,Metro Manila,,
719,,7279857/5674283,Bureau of Internal Revenue,,,,,,,Or Call:,,,
721,,8567531,Bureau of Internal Revenue,,,,,,,,,,
722,,5568149/5568152,Bureau of Internal Revenue,,Kct Building,,Edsa,Ave,,PC,Metro Manila,,
724,,5674284,Bureau of Internal Revenue,,,,,,,Or Call:,,,
725,,9207532/9207515,Bureau of Internal Revenue,,Bir National Office,,Bir,Rd,,QC,Metro Manila,,
727,,9207514/9207510,Bureau of Internal Revenue,,,,,,,Or Call:,,,
729,,9207508/5568151,Bureau of Internal Revenue,,,,,,,,,,
731,,9225806/5180603,Bureau of Internal Revenue,,,,,,,,,,
733,,9225813/3611385,Bureau of Internal Revenue,,,,,,,,,,
735,,9292311/5180652,Bureau of Internal Revenue,,,,,,,,,,
737,,5180653/5180654,Bureau of Internal Revenue,,,,,,,,,,
739,,5180656/5180657,Bureau of Internal Revenue,,,,,,,,,,
741,,5180658/8113247,Bureau of Internal Revenue,,,,,,,,,,
743,,5180659/5180807,Bureau of Internal Revenue,,,,,,,,,,
745,,5180815/5180906,Bureau of Internal Revenue,,,,,,,,,,
747,,5180907/5180910,Bureau of Internal Revenue,,,,,,,,,,
749,,8114209/8114009,Bureau of Internal Revenue,,,,,,,,,,
751,,8114204/5180806,Bureau of Internal Revenue,,,,,,,,,,
753,,8172773,Bureau of Internal Revenue,,,,,,,,,,
754,,6590722,Bureau of Internal Revenue,,Gram Centre Building,,Dr a Santos,Ave,,Paranaque City,Metro Manila,,
755,,9270990/9255271,Bureau of Internal Revenue Main,,Bir National Office,,Bir,Rd,,QC,Metro Manila,,
757,,9255270/9265706,Bureau of Internal Revenue Main,,,,,,,Or Call:,,,
759,,9280162/9280058,Bureau of Internal Revenue Main,,,,,,,,,,
761,,9265717/9279277,Bureau of Internal Revenue Main,,,,Bir,Rd,,,Metro Manila,,
763,,9265729/9265762,Bureau of Internal Revenue Main,,,,,,,Or Call:,,,
765,,9255279/9265779,Bureau of Internal Revenue Main,,Bureau of Internal Revenue,,Bir,Rd,National Government Center,,Metro Manila,,
767,,9265797/9224899,Bureau of Internal Revenue Main,,,,,,,Or Call:,,,
769,,9224897/9224880,Bureau of Internal Revenue Main,,Bor Building,,Bir,Rd,,,Metro Manila,,
771,,9261313,Bureau of Internal Revenue Main,,,,,,,Or Call:,,,
772,,9265598/9265474,Bureau of Internal Revenue Main,,Dno Building,,Bir,Rd,,QC,Metro Manila,,
774,,9270963/9224870,Bureau of Internal Revenue Main,,,,,,,Or Call:,,,
776,,9265789/9265508,Bureau of Internal Revenue Main,,,,,,,,,,
778,,9265515/9270084,Bureau of Internal Revenue Main,,,,,,,,,,
780,,9283488/9265588,Bureau of Internal Revenue Main,,,,,,,,,,
782,,9265562/9265637,Bureau of Internal Revenue Main,,,,,,,,,,
784,,9265657/9283136,Bureau of Internal Revenue Main,,Bir Building,,A J Villegas,St,,,Metro Manila,,
786,,9265663/9265686,Bureau of Internal Revenue Main,,,,,,,Or Call:,,,
788,,9283093/9265551,Bureau of Internal Revenue Main,,,,,,,,,,
790,,9265697/9265702,Bureau of Internal Revenue Main,,,,,,,,,,
792,,9269351/9265538,Bureau of Internal Revenue Main,,,,,,,,,,
794,,9265536/9243244,Bureau of Internal Revenue Main,,,,,,,,,,
796,,9282026,Bureau of Internal Revenue Main,,,,,,,,,,
797,,9243245/9265527,Bureau of Internal Revenue Main,,,,East,Ave,,QC,Metro Manila,,
799,,9265704/9270042,Bureau of Internal Revenue Main,,,,,,,Or Call:,,,
801,,9270970/9265450,Bureau of Internal Revenue Main,,,,,,,,,,
803,,9224845/9269343,Bureau of Internal Revenue Main,,,,,,,,,,
805,,9252036/9252039,Bureau of Internal Revenue Main,,,,,,,,,,
807,,9252040,Bureau of Internal Revenue Main,,,,,,,,,,
808,,9297676/9252041,Bureau of Internal Revenue Main,,,,Agham,Rd,,QC,Metro Manila,,
810,,9241552/9283562,Bureau of Internal Revenue Main,,,,,,,Or Call:,,,
812,,9252042/9252043,Bureau of Internal Revenue Main,,,,,,,,,,
814,,9214324/9229345,Bureau of Internal Revenue Main,,,,,,,,,,
816,,9252699/9298095,Bureau of Internal Revenue Main,,,,,,,,,,
818,,9252056/9252087,Bureau of Internal Revenue Main,,,,,,,,,,
820,,9221926/9252608,Bureau of Internal Revenue Main,,,,,,,,,,
822,,9224748/9270994,Bureau of Internal Revenue Main,,,,,,,,,,
824,,9252691/9252693,Bureau of Internal Revenue Main,,,,,,,,,,
826,,9262697,Bureau of Internal Revenue Main,,,,,,,,,,
827,,9270988/9269328,Bureau of Internal Revenue Main,,Bir Building,,Quezon,Ave,,QC,Metro Manila,,
829,,9263212/9224835,Bureau of Internal Revenue Main,,,,,,,Or Call:,,,
831,,9224834/9224824,Bureau of Internal Revenue Main,,,,,,,,,,
833,,9243252/9243357,Bureau of Internal Revenue Main,,,,,,,,,,
835,,9265449/9224793,Bureau of Internal Revenue Main,,,,,,,,,,
837,,9265425,Bureau of Internal Revenue Main,,,,,,,,,,
838,,9265416,Bureau of Internal Revenue Main,,Bir National Office,,East,Ave,,QC,Metro Manila,,
839,,3712407,Bureau of Internal Revenue Main,,Revenue Computer Center,,Bir,Rd,,QC,Metro Manila,,
840,,9263866/9263835,Bureau of Internal Revenue Main,,Conference Hall Building,,Bir,Rd,,QC,Metro Manila,,
842,,9267656/9263822,Bureau of Internal Revenue Main,,,,,,,Or Call:,,,
844,,9263711/9263420,Bureau of Internal Revenue Main,,,,,,,,,,
846,,9251507/9251509,Bureau of Internal Revenue Main,,,,,,,,,,
848,,9251790/9251796,Bureau of Internal Revenue Main,,,,,,,,,,
850,,9251798/9224770,Bureau of Internal Revenue Main,,,,,,,,,,
852,,9224873/9263815,Bureau of Internal Revenue Main,,,,,,,,,,
854,,9288117/9288502,Bureau of Internal Revenue Main,,,,,,,,,,
856,,9288522/9287745,Bureau of Internal Revenue Main,,,,,,,,,,
858,,9285833/4262168,Bureau of Internal Revenue Main,,,,,,,,,,
860,,4262169/4262191,Bureau of Internal Revenue Main,,,,,,,,,,
862,,9288508/9287946,Bureau of Internal Revenue Main,,,,,,,,,,
864,,9289609/9287466,Bureau of Internal Revenue Main,,,,,,,,,,
866,,5325303/5325337,Bureau of Internal Revenue Mandaluyong,,,743,Boni,Ave,,,Metro Manila,,
868,,5310691/5310663,Bureau of Internal Revenue Mandaluyong,,,,,,,Or Call:,,,
870,,5310337,Bureau of Internal Revenue Mandaluyong,,,,,,,,,,
871,,9263826,Bureau of Internal Revenue Pmo,,Bir National Office,,Bir,Rd,,QC,Metro Manila,,
872,,9247311/9247312,Bureau of Internal Revenue Pmo,,,,East,Ave,,QC,Metro Manila,,
874,,9247317/9247321,Bureau of Internal Revenue Pmo,,,,,,,Or Call:,,,
876,,9224857/9207546,Bureau of Internal Revenue Pmo,,,,,,,,,,
878,,9252050,Bureau of Internal Revenue Pmo,,Revenue Computer Center,,Bir,Rd,,,Metro Manila,,
879,,8563273/8560553,BUREAU OF INTERNAL REVENUE RDO44,,Bonifacio Technology Center,,31ST,St,Bonifacio Global City,Taguig City,Metro Manila,,
881,,3733758,Bureau of Internal Revenue Region Vii,,Aries Building,123,Quezon,Ave,,,Metro Manila,,
882,,3733760,Bureau of Internal Revenue Region Vii,,Coher Center Building,1424,Quezon,Ave,,QC,Metro Manila,,
883,,3733584/3733761,Bureau of Internal Revenue Region Vii,,,,Quezon,Ave,,QC,Metro Manila,,
885,,3733762/3733764,Bureau of Internal Revenue Region Vii,,,,,,,Or Call:,,,
887,,3733765/3733766,Bureau of Internal Revenue Region Vii,,,,,,,,,,
889,,3733767/3733769,Bureau of Internal Revenue Region Vii,,,32,West,Ave,,,Metro Manila,,
891,,3733582/3733771,Bureau of Internal Revenue Region Vii,,3 T REALTY BUILDING,,Sct Santiago,St,National Government Center,,Metro Manila,,
893,,3733759/3733772,Bureau of Internal Revenue Region Vii,,,,,,,Or Call:,,,
895,,3733581/3733580,Bureau of Internal Revenue Region Vii,,3 T REALTY BLDG,,Sct Santiago,St,,,Metro Manila,,
897,,3733011,Bureau of Internal Revenue Region Vii,,Bir Building,,Quezon,Ave,,,Metro Manila,,
898,,3733151/3733152,Bureau of Internal Revenue Region Vii,,Bureau of Internal Revenue,,Bir,Rd,National Government Center,QC,Metro Manila,,
900,,3733153/3733770,Bureau of Internal Revenue Region Vii,,,,,,,Or Call:,,,
902,,3733757,Bureau of Internal Revenue Region Vii,,,,,,,,,,
903,,2918907/2921470,Bureau of Internal Revenue Valenzuela,,Jrc Building,385,Gen D Mc Arthur,Hwy,,Valenzuela City,Metro Manila,,
905,,3670651/3671993,Bureau of Internal Revenue Valenzuela,,BIR-RR5 BUILDING,140,Edsa,Ave,,,Metro Manila,,
907,,2921609,Bureau of Internal Revenue Valenzuela,,,,,,,Or Call:,,,
908,,9255278,BUREAU OF INTERNAL REVENUEREV DISTRICT OFC #58,,Revenue Computer Center,,Bir,Rd,,QC,Metro Manila,,
909,,9274101,BUREAU OF INTERNAL REVENUEREV DISTRICT OFC #58,,Bir National Office,,Bir,Rd,,QC,Metro Manila,,
910,,9284055/9252046,BUREAU OF INTERNAL REVENUEREV DISTRICT OFC #58,,Revenue Computer Center,,East,Ave,,QC,Metro Manila,,
912,,4262167/9284850,BUREAU OF INTERNAL REVENUEREV DISTRICT OFC #58,,,,,,,Or Call:,,,
914,,9270906/9252048,BUREAU OF INTERNAL REVENUEREV DISTRICT OFC #58,,,112,West,Ave,Phil-Am Homes,,Metro Manila,,
916,,9283728/4262171,BUREAU OF INTERNAL REVENUEREV DISTRICT OFC #58,,,,,,,Or Call:,,,
918,,9268369/9289635,BUREAU OF INTERNAL REVENUEREV DISTRICT OFC #58,,,,,,,,,,
920,,9284623/9286365,BUREAU OF INTERNAL REVENUEREV DISTRICT OFC #58,,,,,,,,,,
922,,3734642,BUREAU OF INTERNAL REVENUEREV DISTRICT OFC #58,,Bir Building,,Quezon,Ave,,,Metro Manila,,
923,,3679549,BUREAU OF INTERNAL REVENUEREV DISTRICT OFC #58,,AURELIO BUILDING 1,,Rizal Extension,Ave,,Caloocan City,Metro Manila,,
924,,6281625,BUREAU OF INTERNAL REVENUEREV DISTRICT OFC #58,,Pasig City Hall,,Caruncho,Ave,,Pasig City,Metro Manila,,
925,,2850629,BUREAU OF INTERNAL REVENUEREV DISTRICT OFC #58,,Aglipay Building,,C-4,Rd,,Malabon City,Metro Manila,,
926,,8114030,BUREAU OF INTERNAL REVENUEREV DISTRICT OFC #58,,Makati Atrium Building,,Makati,Ave,Urdaneta Village,Makati City,Metro Manila,,
927,,2776285/9255277,BUREAU OF INTERNAL REVENUEREV DISTRICT OFC #58,,Jrc Building,385,Gen D Mc Arthur,Hwy,,Valenzuela City,Metro Manila,,
929,,9268670/9274196,BUREAU OF INTERNAL REVENUEREV DISTRICT OFC #58,,,,,,,Or Call:,,,
931,,9283235,BUREAU OF INTERNAL REVENUEREV DISTRICT OFC #58,,,,,,,,,,
932,,7723590/9276875,BUREAU OF INTERNAL REVENUEREV DISTRICT OFC #58,,Metropolis Alabang Mall,,Alabang,Rd,,Muntinlupa City,Metro Manila,,
