,Areacode,Phone,name1,name2,SAM_BLDNAME,SAM_STNMFR,SAM_STNAME,SAM_STSUBT,sam_estate,City,Province,class_code,class_desc
1908,,8318840/8313322,City Government of Pasay,,,,,,,,,,
1910,,8316688/8310302,City Government of Pasay,,,,,,,,,,
1912,,8318871,City Government of Pasay,,,,,,,,,,
1913,,8313330/5513689,City Government of Pasay,,,,Ninoy Aquino,Ave,Airport Village,Paranaque City,Metro Manila,,
1915,,8239174/8333738,City Government of Pasay,,,,,,,Or Call:,,,
1917,,8333729/8333725,City Government of Pasay,,,,,,,,,,
1919,,8333723/8333214,City Government of Pasay,,,,,,,,,,
1921,,5517777/8319446,City Government of Pasay,,,,,,,,,,
1923,,8332854,City Government of Pasay,,,,,,,,,,
1924,,8336022/8310095,City Government of Pasay,,,,P Burgos,St,,PC,Metro Manila,,
1926,,8313366/8319916,City Government of Pasay,,,,,,,Or Call:,,,
1928,,8340238/5513316,City Government of Pasay,,,,,,,,,,
1930,,8316459/8310163,City Government of Pasay,,,,,,,,,,
1932,,8310130/8238041,City Government of Pasay,,,,,,,,,,
1934,,8313285/8239367,City Government of Pasay,,,,,,,,,,
1936,,5514180/8348814,City Government of Pasay,,,,,,,,,,
1938,,8317132/8241909,City Government of Pasay,,,,,,,,,,
1940,,8241926/8340132,City Government of Pasay,,,,,,,,,,
1942,,8310240/8334296,City Government of Pasay,,,,,,,,,,
1944,,8237943/8310194,City Government of Pasay,,,,,,,,,,
1946,,8340433/5512026,City Government of Pasay,,,,,,,,,,
1948,,8237852/8340439,City Government of Pasay,,,,,,,,,,
1950,,8239803,City Government of Pasay,,,,,,,,,,
1951,,6427754/6427382,City Government of Pasig,,Pasig City Hall,,Caruncho,Ave,,Pasig City,Metro Manila,,
1953,,6427381,City Government of Pasig,,Pasig City General Hospital,,F Legaspi,St,,,Metro Manila,,
1954,,6427380/6280551,City Government of Pasig,,,,F Legaspi,St,,Pasig City,Metro Manila,,
1956,,6427379,City Government of Pasig,,,,Conversion,St,,,Metro Manila,,
1957,,6424223/6280366,City Government of Pasig,,,,Caruncho,Ave,,Pasig City,Metro Manila,,
1959,,6280167/6280095,City Government of Pasig,,,,,,,Or Call:,,,
1961,,6423195/6423263,City Government of Pasig,,,,,,,,,,
1963,,6426771,City Government of Pasig,,,,,,,,,,
1964,,6407847,City Government of Pasig,,Scei Building,,Caruncho,Ave,,Pasig City,Metro Manila,,
1965,,6818638,City Government of Pasig,,,,Pres R Magsaysay,St,,Pasig City,Metro Manila,,
1966,,6423367/6409175,City Government of Pasig,,Pasig City Central Fire Stn,,F Manalo,St,Del Rosario Compound,Pasig City,Metro Manila,,
1968,,6416536/6428892,City Government of Pasig,,,,,,,Or Call:,,,
1970,,6418257/6410211,City Government of Pasig,,,,Matienzo Compound,St,Matienzo Compound,,Metro Manila,,
1972,,6400111/6410437,City Government of Pasig,,,,,,,Or Call:,,,
1974,,6426049/6410439,City Government of Pasig,,,,,,,,,,
1976,,6412777/6423409,City Government of Pasig,,,,,,,,,,
1978,,6426744/6818637,City Government of Pasig,,,,,,,,,,
1980,,6417374,City Government of Pasig,,,,,,,,,,
1981,,6829370/6428891,City Government of Pasig,,,,Kalusugan,St,Karangalan Village,Pasig City,Metro Manila,,
1983,,6462213/6401981,City Government of Pasig,,,,,,,Or Call:,,,
1985,,6411923/6411907,City Government of Pasig,,,,,,,,,,
1987,,6338050/6416374,City Government of Pasig,,,10,Gen Malvar,St,San Antonio Village,,Metro Manila,,
1989,,6451365/6401665,City Government of Pasig,,,,Peppermint Row,St,Dreamhomes Subdivision,,Metro Manila,,
1991,,6423509/6411918,City Government of Pasig,,,,,,,Or Call:,,,
1993,,6401664,City Government of Pasig,,,,,,,,,,
1994,,6403348/6456445,City Government of Pasig,,City Engineer's Office,,Caruncho,Ave,,Pasig City,Metro Manila,,
1996,,6411927/6416373,City Government of Pasig,,,,,,,Or Call:,,,
1998,,6411937/6411914,City Government of Pasig,,,,,,,,,,
2000,,6402058/6413597,City Government of Pasig,,,,M Suarez,Ave,,,Metro Manila,,
2002,,6558050/4706496,City Government of San Juan,,New San Juan City Hall,,Pinaglabanan,St,,,Metro Manila,,
2004,,6558364/6558394,City Government of San Juan,,,,,,,Or Call:,,,
2006,,4706944/6563258,City Government of San Juan,,,,,,,,,,
2008,,4703806,City Government of San Juan,,,,,,,,,,
2009,,7266380/9978182,City Government of San Juan,,,,N Domingo,St,,QC,Metro Manila,,
2011,,4709921/6540747,City Government of San Juan,,,,,,,Or Call:,,,
2013,,6558509/4770064,City Government of San Juan,,,,,,,,,,
2015,,6556901/6559697,City Government of San Juan,,,,,,,,,,
2017,,4774002/4773457,City Government of San Juan,,,,,,,,,,
2019,,4773947/9427967,City Government of San Juan,,,,,,,,,,
2021,,6558683/4774572,City Government of San Juan,,,,,,,,,,
2023,,2560307/2560311,Climate Change Commission,,Little Presidents Learning Pal,1564,Pres J P Laurel,St,San Miguel Village,,Metro Manila,,
2025,,7426411/2547680,Climate Change Commission,,,,,,,Or Call:,,,
2027,,7330027,Climate Change Commission,,,,,,,,,,
2028,,7334268/2547056,Climate Change Commission,,Mabini Hall,,Pres J P Laurel,St,Malacanang Palace Compound,Manila City,Metro Manila,,
2030,,9510488/9510459,Commission on Audit  Central Office,,Coa Bldg,,Don M Marcos,Ave,,,Metro Manila,,
2032,,9510456/9510489,Commission on Audit  Central Office,,Coa Building,,Commonwealth,Ave,,,Metro Manila,,
2034,,9510446,Commission on Audit  Central Office,,,,,,,Or Call:,,,
2035,,9319284/9319207,Commission on Audit  Central Office,,,,Don M Marcos,Ave,,QC,Metro Manila,,
2037,,9319228/9319230,Commission on Audit  Central Office,,,,Commonwealth,Ave,,,Metro Manila,,
2039,,9527223/9510487,Commission on Audit  Central Office,,,,,,,Or Call:,,,
2041,,9510476/9319304,Commission on Audit  Central Office,,,,,,,,,,
2043,,9510447/9510475,Commission on Audit  Central Office,,,,,,,,,,
2045,,5270649,Commission on Elections  Main Office,,Arzobispado de Manila,,Postigo,St,,,Metro Manila,,
2046,,5270834,Commission on Elections  Main Office,,Palacio Del Gobernador Bldg,,Gen a Luna,St,,Manila City,Metro Manila,,
2047,,3536761,Commission on Elections  Main Office,,Comelec Building,,Postigo,St,,Manila City,Metro Manila,,
2048,,5270650,Commission on Elections  Main Office,,,,Postigo,St,,Manila City,Metro Manila,,
2049,,5270824/5277381,Commission on Elections  Main Office,,Shipping Center Building,,A Soriano Jr,Ave,,Manila City,Metro Manila,,
2051,,5272760/5212952,Commission on Elections  Main Office,,Palacio Del Gobernador,,Gen a Luna,St,,,Metro Manila,,
2053,,5270648/5273002,Commission on Elections  Main Office,,,,,,,Or Call:,,,
2055,,5214944/5223342,Commission on Elections  Main Office,,,,,,,,,,
2057,,5270830/5275760,Commission on Elections  Main Office,,,,,,,,,,
2059,,7243210/5270832,Commission on Elections  Main Office,,San Juan Municipal Hall,,A Luna,St,,,Metro Manila,,
2061,,5272996/5360419,Commission on Elections  Main Office,,,,,,,Or Call:,,,
2063,,5270833/5270828,Commission on Elections  Main Office,,,,,,,,,,
2065,,5270835/5275590,Commission on Elections  Main Office,,Femii Building,,A Soriano Jr,Ave,,,Metro Manila,,
2067,,5270839,Commission on Elections  Main Office,,,,,,,Or Call:,,,
2068,,5276186/5267770,Commission on Elections  Main Office,,Fsmdc Building,,2ND,St,,Manila City,Metro Manila,,
2070,,5280622,Commission on Elections  Main Office,,,,A J Villegas,St,,,Metro Manila,,
2071,,5280620/5280618,Commission on Elections  Main Office,,Geriatrics Foundation Building,,A J Villegas,St,,Manila City,Metro Manila,,
2073,,5280614/5271892,Commission on Elections  Main Office,,,,,,,Or Call:,,,
2075,,5267769/5273925,Commission on Elections  Main Office,,,,,,,,,,
2077,,5259301/5366572,Commission on Elections  Main Office,,,,,,,,,,
2079,,5272767/5366581,Commission on Elections  Main Office,,,,,,,,,,
2081,,5276188/5259294,Commission on Elections  Main Office,,,,,,,,,,
2083,,5259295,Commission on Elections  Main Office,,,,,,,,,,
2084,,6314278/5272982,Commission on Elections  Main Office,,,,Shaw,Bvd,Rizal Prov'al Capitol Cmpd,Pasig City,Metro Manila,,
2086,,5267271,Commission on Elections  Main Office,,,,,,,Or Call:,,,
2087,,5278091/5259296,Commission on Elections  Main Office,,,,Arzobispo,St,,Manila City,Metro Manila,,
2089,,5279681/5259298,Commission on Elections  Main Office,,Geatrica Foundation Building,,A J Villegas,St,,,Metro Manila,,
2091,,5279624/5270843,Commission on Elections  Main Office,,,,,,,Or Call:,,,
2093,,5259302/5267771,Commission on Elections  Main Office,,,,,,,,,,
2095,,5270841,Commission on Elections  Main Office,,,,,,,,,,
2096,,9246174/5272770,Commission on Elections  Main Office,,Mma Building,,Kalayaan,Ave,,QC,Metro Manila,,
2098,,6439902/5275575,Commission on Elections  Main Office,,Municipal Hall of Pateros,,G de Borja,St,,,Metro Manila,,
2100,,5275582/5275586,Commission on Elections  Main Office,,,,,,,Or Call:,,,
2102,,6411924/5239798,Commission on Elections  Main Office,,,,Conversion,St,,,Metro Manila,,
2104,,5272983/5271894,Commission on Elections  Main Office,,,,,,,Or Call:,,,
2106,,5259335/5259345,Commission on Elections  Main Office,,,,,,,,,,
2108,,5272997/4000323,Commission on Elections  Main Office,,,,,,,,,,
2110,,5261519/7421266,Commission on Elections  Main Office,,,,,,,,,,
2112,,5276068/5259334,Commission on Elections  Main Office,,,,,,,,,,
2114,,5271895,Commission on Elections  Main Office,,,,,,,,,,
2115,,8437268/5222251,Commission on Elections  Main Office,,Makati Central Fire Station,,Ayala,Ave,,Makati City,Metro Manila,,
2117,,8311890,Ctr for Intl Trade Exposition & Missions,,,,Conversion,St,,,Metro Manila,,
2118,,8312382/8311705,Ctr for Intl Trade Exposition & Missions,,,,Roxas,Bvd,,PC,Metro Manila,,
2120,,8311289/8312209,Ctr for Intl Trade Exposition & Missions,,,,,,,Or Call:,,,
2122,,8312202,Ctr for Intl Trade Exposition & Missions,,,,,,,,,,
2123,,8325039/8323956,Ctr for Intl Trade Exposition & Missions,,Phil Trade & Training Center,,Roxas,Bvd,,PC,Metro Manila,,
2125,,8323965/8325033,Ctr for Intl Trade Exposition & Missions,,,,,,,Or Call:,,,
2127,,8312201/8311493,Ctr for Intl Trade Exposition & Missions,,,,,,,,,,
2129,,8312204/8312207,Ctr for Intl Trade Exposition & Missions,,,,,,,,,,
2131,,8311265/8325001,Ctr for Intl Trade Exposition & Missions,,,,,,,,,,
2133,,8312205/8323982,Ctr for Intl Trade Exposition & Missions,,,,,,,,,,
2135,,8312206/8312203,Ctr for Intl Trade Exposition & Missions,,,,,,,,,,
2137,,8312208,Ctr for Intl Trade Exposition & Missions,,,,,,,,,,
2138,,5521415,Cultural Center of the Phils.,,,,Roxas,Bvd,,PC,Metro Manila,,
2139,,9270426/9220057,Dabiotechnology Program Implementation Unit,,Bureau of Soils & Water Mgnt,,Visayas,Ave,,QC,Metro Manila,,
2141,,9395917,Dangerous Drugs Board,,,25,Newport,St,Fairview Park Subdivision,,Metro Manila,,
2142,,4265107/4265177,Daradb Arcp,,Fapso Building,,Elliptical,Rd,Dar Compound,QC,Metro Manila,,
2144,,8610566,Decs,,Muntinlupa Elementary School,5,Katihan,St,Tensuan Site,,Metro Manila,,
2145,,6386172,Decs Teacher Education Council,,Bonifacio Building,,Meralco,Ave,,Pasig City,Metro Manila,,
2146,,2879844/2879845,"Decsdivision of City Schools, Malabon and Navotas",,Ninoy Aquino Elementary School,,Maya-Maya,St,KAUNLARAN VILLAGE PHASE 3 E2,Malabon City,Metro Manila,,
2148,,2871373,"Decsdivision of City Schools,malabon and Navotas",,Ninoy Aquino Elementary School,,Maya-Maya,St,KAUNLARAN VILLAGE PHASE 3 E2,,Metro Manila,,
2149,,5230602,Decsibm,,Edpc Building,,Pres M a Roxas,Bvd,Bangko Sentral Complex,Manila City,Metro Manila,,
2150,,6282817/6282819,Decsncrdivision of Pasig City & San Juan,,Pasig Elem School,,Caruncho,Ave,,Pasig City,Metro Manila,,
2152,,6282821,Decsncrdivision of Pasig City & San Juan,,,,,,,Or Call:,,,
2153,,6403193/6419877,Decsncrdivision of Pasig City and San Juan,,Pasig Elem School,,Caruncho,Ave,,Pasig City,Metro Manila,,
2155,,4005960,Denr,,L & S Building,1414,Pres M a Roxas,Bvd,,,Metro Manila,,
2156,,9258276/9258275,Denrcentral,,,,Visayas,Ave,,QC,Metro Manila,,
2158,,9258278/9258277,Denrcentral,,,,,,,Or Call:,,,
2160,,5228177/4041610,DENREMBR4,,L & S Building,1414,Pres M a Roxas,Bvd,,,Metro Manila,,
2162,,8625349/8614951,Dep Edmuntinlupa Poblacion,,Muntinlupa Elementary School,5,Katihan,St,Tensuan Site,,Metro Manila,,
2164,,6343488/6318160,Department of Agrarian Reform,,RUDGEN BUILDING 1,17,Shaw,Bvd,,,Metro Manila,,
2166,,6311761,Department of Agrarian Reform,,,,,,,Or Call:,,,
2167,,9286586/9286369,Department of Agrarian Reform,,,,Elliptical,Rd,Dar Compound,QC,Metro Manila,,
2169,,9286447/9286441,Department of Agrarian Reform,,,,,,,Or Call:,,,
2171,,9286429/6342967,Department of Agrarian Reform,,,,,,,,,,
2173,,9286268/9286325,Department of Agrarian Reform,,,,,,,,,,
2175,,6319536/6311762,Department of Agrarian Reform,,,,,,,,,,
2177,,4267467,Department of Agrarian Reform Arisp,,Department of Agrarian Reform,,Elliptical,Rd,,,Metro Manila,,
2178,,9202486,Department of Agrarian Reformfapsoadmin,,Dar Building,,Elliptical,Rd,,QC,Metro Manila,,
2179,,3510370/3510812,DEPARTMENT OF AGRICULTURE  Reg IVB,,Ati Building,,Elliptical,Rd,,QC,Metro Manila,,
2181,,9288752/9288753,Department of Agriculture Grains Sector Dev't Project,,,,Elliptical,Rd,,,Metro Manila,,
2183,,9288754/9288755,Department of Agriculture Grains Sector Dev't Project,,,,,,,Or Call:,,,
2185,,9288750,Department of Agriculture Grains Sector Dev't Project,,,,,,,,,,
2186,,9265691/9288757,Department of Agriculture Grains Sector Dev't Project,,Nafc Annex Building,,Elliptical,Rd,Dept of Agriculture Cmpd,QC,Metro Manila,,
2188,,9288758/9288759,Department of Agriculture Grains Sector Dev't Project,,,,,,,Or Call:,,,
2190,,9288761/9288762,Department of Agriculture Grains Sector Dev't Project,,,,,,,,,,
2192,,9288763/9288764,Department of Agriculture Grains Sector Dev't Project,,,,,,,,,,
2194,,9288765,Department of Agriculture Grains Sector Dev't Project,,,,,,,,,,
2195,,9265682/9200527,Department of Agriculture Grains Sector Dev't Project,,Department of Agriculture,,Elliptical,Rd,,QC,Metro Manila,,
2197,,9288756/9288749,Department of Agriculture Grains Sector Dev't Project,,,,,,,Or Call:,,,
2199,,9288744/9288746,Department of Agriculture Grains Sector Dev't Project,,,,,,,,,,
2201,,9288745/9288747,Department of Agriculture Grains Sector Dev't Project,,,,,,,,,,
2203,,9286602/9288743,Department of Agriculture Grains Sector Dev't Project,,,,,,,,,,
2205,,9288740/9288748,Department of Agriculture Grains Sector Dev't Project,,,,,,,,,,
2207,,9288741,Department of Agriculture Grains Sector Dev't Project,,,,,,,,,,
2208,,2943134,DEPARTMENT OF AGRICULTURE Ofc of the Sec,,Department of Agriculture Bldg,,Elliptical,Rd,,QC,Metro Manila,,
2209,,3323003/2949102,DEPARTMENT OF AGRICULTURE Ofc of the Sec,,,,Visayas,Ave,,QC,Metro Manila,,
2211,,9216891,DEPARTMENT OF AGRICULTURE Ofc of the Sec,,,,,,,Or Call:,,,
2212,,2884081,DEPARTMENT OF AGRICULTURE Ofc of the Sec,,Deparment of Agriculture,,Elliptical,Rd,,QC,Metro Manila,,
2213,,4414529/2942485,DEPARTMENT OF AGRICULTURE Ofc of the Sec,,,,Agham,Rd,,QC,Metro Manila,,
2215,,2942487,DEPARTMENT OF AGRICULTURE Ofc of the Sec,,,,,,,Or Call:,,,
2216,,9283677/4263794,Department of Agricultureregion Xi,,Rmic Building,,Visayas,Ave,Bpi Compound,QC,Metro Manila,,
2218,,7367331,Department of Budget  and Management,,DBM BUILDING 2,755,Gen Solano,St,San Miguel Village,,Metro Manila,,
2219,,7362773/7365772,Department of Budget  and Management,,DBM BUILDING 1,755,Gen Solano,St,San Miguel Village,Manila City,Metro Manila,,
2221,,7354915,Department of Budget and Management,,DBM BUILDING 3,755,Gen Solano,St,San Miguel Village,,Metro Manila,,
2222,,7354885/7367820,Department of Budget and Management,,DBM BUILDING 2,755,Gen Solano,St,San Miguel Village,Manila City,Metro Manila,,
2224,,7351879/7351988,Department of Budget and Management,,,,,,,Or Call:,,,
2226,,7354822/7351987,Department of Budget and Management,,,,,,,,,,
2228,,7351782/7354916,Department of Budget and Management,,DBM BUILDING 1,755,Gen Solano,St,San Miguel Village,,Metro Manila,,
2230,,7367572/7354842,Department of Budget and Management,,,,,,,Or Call:,,,
2232,,7351776/7351780,Department of Budget and Management,,,,,,,,,,
2234,,7354869/7351778,Department of Budget and Management,,,,,,,,,,
2236,,7351955/7354887,Department of Budget and Management,,,,,,,,,,
2238,,7351956/7354905,Department of Budget and Management,,,,,,,,,,
2240,,7348987/7354888,Department of Budget and Management,,,,,,,,,,
2242,,7351935/7351989,Department of Budget and Management,,,,,,,,,,
2244,,7354979/7354847,Department of Budget and Management,,,,,,,,,,
2246,,7351612/7354902,Department of Budget and Management,,,,,,,,,,
2248,,7351990/7354844,Department of Budget and Management,,,,,,,,,,
2250,,7354917/7354980,Department of Budget and Management,,,,,,,,,,
2252,,7354948/7351957,Department of Budget and Management,,,,,,,,,,
2254,,7354920/7354812,Department of Budget and Management,,,,,,,,,,
2256,,7351980/7367815,Department of Budget and Management,,,,,,,,,,
2258,,7351959/7351775,Department of Budget and Management,,,,,,,,,,
2260,,7354807/7354929,Department of Budget and Management,,,,,,,,,,
2262,,7351683/7351974,Department of Budget and Management,,,,,,,,,,
2264,,7351978/7354935,Department of Budget and Management,,,,,,,,,,
2266,,7354919/7354806,Department of Budget and Management,,,,,,,,,,
2268,,7342219/7351976,Department of Budget and Management,,Cathay Mansion,,Arlegui,St,,,Metro Manila,,
2270,,7332993/7354936,Department of Budget and Management,,,,,,,Or Call:,,,
2272,,7359225,Department of Budget and Management,,,,,,,,,,
2273,,7114648/7114647,Department of Budget and Managementprocurement Service (Paco),,Dbm Compound,,Cristobal,St,,Manila City,Metro Manila,,
2275,,5639403/5639404,Department of Budget and Managementprocurement Services,,Dbm Compound,,Cristobal,St,,,Metro Manila,,
2277,,5639395/5639352,Department of Budget and Managementprocurement Services,,,,,,,Or Call:,,,
2279,,5639397/5639361,Department of Budget and Managementprocurement Services,,,,,,,,,,
2281,,5617025/5639350,Department of Budget and Managementprocurement Services,,,,Cristobal,St,,,Metro Manila,,
2283,,5639351/5639402,Department of Budget and Managementprocurement Services,,,,,,,Or Call:,,,
2285,,5639357/5616116,Department of Budget and Managementprocurement Services,,,,,,,,,,
2287,,5617026/5616098,Department of Budget and Managementprocurement Services,,,,,,,,,,
2289,,5639366/5616094,Department of Budget and Managementprocurement Services,,,,,,,,,,
2291,,9267286/5639398,Department of Budget and Managementprocurement Services,,,,Magsaysay,Ave,,,Metro Manila,,
2293,,7348035/7359827,Department of Budget and Mngmt (Ncr),,DBM BUILDING 1,755,Gen Solano,St,San Miguel Village,,Metro Manila,,
2295,,7348037,Department of Budget and Mngmt (Ncr),,,,,,,Or Call:,,,
2296,,5737366,Department of Education  Division Office of Las Pinas City,,,,Tolentino,St,GATCHALIAN SUBDIVISION PH 5,Las Pinas City,Metro Manila,,
2297,,8357761,Department of Education  Division Office of Las Pinas City,,Las Pinas Central Elem School,,Diego Cera,Ave,,Las Pinas City,Metro Manila,,
2298,,8693484,Department of Education  Division Office of Las Pinas City,,Daniel Fajardo Elementary Sch,,Daniel Fajardo,St,,Las Pinas City,Metro Manila,,
2299,,8359030,Department of Education  Division Office of Las Pinas City,,Las Pinas Central Elem School,,Real,St,,Las Pinas City,Metro Manila,,
2300,,5737423,Department of Education  Division Office of Las Pinas City,,,,Aurora,Drv,Vergonville Subdivision,Las Pinas City,Metro Manila,,
2301,,5737628,Department of Education  Division Office of Las Pinas City,,,,Naga,Rd,,Las Pinas City,Metro Manila,,
2302,,5737629,Department of Education  Division Office of Las Pinas City,,,,Orchids,St,DONA MANUELA 1 SUBDIVISION,Las Pinas City,Metro Manila,,
2303,,8015355,Department of Education  Division Office of Las Pinas City,,Pamplona Elementary School,1,Alabang-Zapote,Rd,,Las Pinas City,Metro Manila,,
2304,,2754411,Department of Education  Division Office of Las Pinas City,,,,Ilang-Ilang,St,T S Cruz Subdivision,Las Pinas City,Metro Manila,,
2305,,6545879,Department of Education Culture and Spor,,Department of Education,,Capt H P Javier,St,,Pasig City,Metro Manila,,
2306,,9215630/9280104,Department of Education Culture and Sports,,Decs Building,,Misamis Extension,St,,QC,Metro Manila,,
2308,,9213953,Department of Education Culture and Sports,,,,Misamis,St,,,Metro Manila,,
2309,,9294212/9294231,Department of Education Culture and Sports,,,,V Luna,Ave,,QC,Metro Manila,,
2311,,9213815,Department of Education Culture and Sports,,,,,,,Or Call:,,,
2312,,6350102,Department of Education Culture and Sportssports,,Philippine Sport Complex,,Capt H P Javier,St,,Pasig City,Metro Manila,,
2313,,8392103,Department of Education Taguig and Pateros,,,,Gen Santos,Ave,,Taguig City,Metro Manila,,
2314,,5251321,Department of Finance,,Bangko Sentral Ng Pilipinas,,Pres M a Roxas,Bvd,Bangko Sentral Complex,Manila City,Metro Manila,,
2315,,5239215,Department of Finance,,Edpc Building,,Pres M a Roxas,Bvd,Bangko Sentral Complex,Manila City,Metro Manila,,
2316,,5268462,Department of Finance,,Executive Tower,,Pres M a Roxas,Bvd,Bangko Sentral Complex,Manila City,Metro Manila,,
2317,,5239916/4041775,Department of Finance,,Department of Finance Building,,Pres M a Roxas,Bvd,Bangko Sentral Complex,Manila City,Metro Manila,,
2319,,4041774/5236674,Department of Finance,,,,,,,Or Call:,,,
2321,,5244194,Department of Finance,,,,,,,,,,
2322,,5259187/5235624,Department of Finance,,First Dof,,Pres M a Roxas,Bvd,Bangko Sentral Complex,Manila City,Metro Manila,,
2324,,5276821/5276846,Department of Financebureau of Treasury,,Palacio Del Gobernador Bldg,,Gen a Luna,St,,,Metro Manila,,
2326,,5272791/5275845,Department of Financebureau of Treasury,,,,,,,Or Call:,,,
2328,,5250029,Department of Financebureau of Treasury,,,,,,,,,,
2329,,5250244,Department of Financecenter Board of Assessment,,Department of Finance Building,,Pres M a Roxas,Bvd,Bangko Sentral Complex,Manila City,Metro Manila,,
2330,,5251410,Department of Financecenter Board of Assessment,,Executive Plaza Hotel,1630,A Mabini,St,,Manila City,Metro Manila,,
2331,,5511763,Department of Foreign Affairs,,,,Roxas,Bvd,,PC,Metro Manila,,
2332,,8318891,Department of Foreign Affairs,,Main Adb Building,2330,Roxas,Bvd,,PC,Metro Manila,,
2333,,8330915/8330914,Department of Foreign Affairs,,Dfa Building,2330,Roxas,Bvd,,PC,Metro Manila,,
2335,,8330686,Department of Foreign Affairs,,,,,,,Or Call:,,,
2336,,4036093/5502697,Department of Foreign Affairs,,Metro Gaisano Mall,,Alabang-Zapote,Rd,,Muntinlupa City,Metro Manila,,
2338,,5510997/5516009,Department of Foreign Affairs,,,,,,,Or Call:,,,
2340,,5510090/5512296,Department of Foreign Affairs,,,,,,,,,,
2342,,5510413/5511051,Department of Foreign Affairs,,,,,,,,,,
2344,,8328364/5511765,Department of Foreign Affairs,,,,,,,,,,
2346,,7110390/7111071,Department of Health,,BUILDING 12A,,Rizal,Ave,San Lazaro Compound,,Metro Manila,,
2348,,7110270/7111673,Department of Health,,,,,,,Or Call:,,,
2350,,7111682,Department of Health,,,,,,,,,,
2351,,7111672,Department of Health,,BUILDING 4,,Rizal,Ave,San Lazaro Compound,Manila City,Metro Manila,,
2352,,7111303,Department of Health,,DOH BUILDING 14A,,Rizal,Ave,San Lazaro Compound,Manila City,Metro Manila,,
2353,,7412707/7111684,Department of Health,,DOH BUILDING 15,,Rizal,Ave,San Lazaro Compound,Manila City,Metro Manila,,
2355,,7111271,Department of Health,,BUILDING 9,,Rizal,Ave,San Lazaro Compound,,Metro Manila,,
2356,,7110834,Department of Health,,DOH BUILDING 4,,Rizal,Ave,San Lazaro Compound,Manila City,Metro Manila,,
2357,,2552296/7111201,Department of Health,,DOH BUILDING 3,,Rizal,Ave,San Lazaro Compound,Manila City,Metro Manila,,
2359,,5354538/5354604,Department of Healthnationalcapital Region,,Ncr Admin Ofc & Training Ctr,,Welfareville Compound,Rd,Welfareville Compound,,Metro Manila,,
2361,,5354601/5354596,Department of Healthnationalcapital Region,,,,,,,Or Call:,,,
2363,,5354593/5351488,Department of Healthnationalcapital Region,,,,,,,,,,
2365,,5354605/5354542,Department of Healthnationalcapital Region,,,,,,,,,,
2367,,5354583,Department of Healthnationalcapital Region,,,,,,,,,,
2368,,8203222,Department of Interior & Local Gov't Paranaque,,Municipality of Paranaque,,San Antonio,Ave,,Paranaque City,Metro Manila,,
2369,,9204845/9257343,Department of Interior and Local Goverment,,Dilg-Napolcom Center,863,Edsa,Ave,,QC,Metro Manila,,
2371,,9250330/9250328,Department of Interior and Local Goverment,,,,,,,Or Call:,,,
2373,,9296227/9204987,Department of Interior and Local Goverment,,,863,Edsa,Ave,,,Metro Manila,,
2375,,9289181/9299601,Department of Interior and Local Goverment,,,,,,,Or Call:,,,
2377,,9250331/9250332,Department of Interior and Local Goverment,,,,,,,,,,
2379,,9250345/9250347,Department of Interior and Local Goverment,,,,,,,,,,
2381,,9250351/9251135,Department of Interior and Local Goverment,,,,,,,,,,
2383,,9200717/9250370,Department of Interior and Local Goverment,,,,,,,,,,
2385,,4415318,Department of Interior and Local Government,,,2,East,Ave,,,Metro Manila,,
2386,,9904271/9904277,Department of Justice,,,56,Matimtiman,St,Teachers Village,QC,Metro Manila,,
2388,,5272363/9904279,Department of Justice,,Department of Justice,,Padre Faura,St,,,Metro Manila,,
2390,,5258101/5265462,Department of Justice,,Nbi Building,,Taft,Ave,,,Metro Manila,,
2392,,5263365/5261933,Department of Justice,,,,,,,Or Call:,,,
2394,,8330806,Department of Justice,,Hall of Justice Building,,F B Harrison,St,,,Metro Manila,,
2395,,8998621/8950247,Department of Justice,,Makati City Hall Annex Bldg,,Morong,St,Rizal Village,Makati City,Metro Manila,,
2397,,4003918,Department of Labor & Employment,,,967,Maligaya,St,,,Metro Manila,,
2398,,5273478,Department of Labor and Employment,,Department of Labor,,Calle Muralla,St,,Manila City,Metro Manila,,
2399,,5273456/5273462,Department of Labor and Employment,,Velco Center Building,,Chicago,St,,Manila City,Metro Manila,,
2401,,7407756,Department of Labor and Employment,,Ppsta Building,,Banawe,Ave,,,Metro Manila,,
2402,,5279325/7407755,Department of Labor and Employment,,Dole Building,,Calle Muralla,St,,Manila City,Metro Manila,,
2404,,7407745/7407741,Department of Labor and Employment,,,,,,,Or Call:,,,
2406,,5273480/5273489,Department of Labor and Employment,,,,,,,,,,
2408,,5273490,Department of Labor and Employment,,,,,,,,,,
2409,,5272453,Department of Labor and Employment,,Bf Condominium Building,,A Soriano Jr,Ave,,Manila City,Metro Manila,,
2410,,5275519/5278026,Department of Labor and Employment,,Dy International Building,1011,Gen M Malvar,St,,Manila City,Metro Manila,,
2412,,5275139/5275506,Department of Labor and Employment,,,,,,,Or Call:,,,
2414,,5275141/5273511,Department of Labor and Employment,,,,,,,,,,
2416,,5216880/7407739,Department of Labor and Employment,,,,,,,,,,
2418,,7407738/5217067,Department of Labor and Employment,,,,,,,,,,
2420,,7407729/5211599,Department of Labor and Employment,,,,,,,,,,
2422,,5272459/5278022,Department of Labor and Employment,,,,,,,,,,
